Age,ArenaSize,Paternity,Treatment,TotDist,MeanVel,LatencyZ2360,CumDur%Z2,MeanMeander,FreqZAlter,FreqTransZ1>Z2,MeanTurnAngle,MeanAngVel,Mean%Activ,Mean%Mobility
49,58,33,0,2924.84,8.46072,39.1329,0.87841,-46.1469,6,3,0.415708,12.4714,0.140771,15.7754
14,58,318,0,573.617,1.6916,7.89992,5.73968,584.732,2,1,1.01283,30.3852,0.0148457,6.58033
14,58,318,0,1682.12,4.93971,2.03331,61.7807,102.28,12,6,0.227148,6.8145,0.0534506,12.8918
14,58,318,0,3440.26,9.88495,0,5.39703,-14.9873,7,3,0.0777062,2.33121,0.0600815,28.1788
14,58,318,0,330.445,0.940021,360,0,48.9216,0,0,-0.335681,-10.0705,0.00482699,3.5686
14,58,318,0,236.492,0.657599,0,24.3984,309.899,1,0,-1.60558,-48.1678,0.0142632,3.99626
14,58,318,0,988.866,2.76197,23.7331,6.80007,-1570.34,3,2,-0.8769,-26.3073,0.0220286,8.35301
14,58,318,0,1329.76,3.7065,35.4996,9.5789,219.056,2,1,-0.101066,-3.03202,0.0453965,17.6994
14,58,318,0,557.372,1.60736,0.733326,2.17371,237.293,2,1,0.944867,28.3463,0.0261486,7.83935
14,58,318,0,1133.15,3.15205,17.4332,20.7442,-133.462,3,2,-1.23344,-37.0036,0.0202993,8.45109
49,58,37,25,1555.12,4.32182,54.1661,12.8412,149.074,1,1,0.227447,6.82349,0.155977,9.93862
133,138,27,0,1295880,3769.68,2.23331,0.406429,-0.0406511,2,1,-0.22125,-6.63756,0.827601,22.1331
49,58,318,25,3962.49,11.0193,13.1665,6.1829,17.8085,1,1,0.207915,6.2375,0.21794,18.9382
49,58,318,25,1954.54,5.43991,33.333,31.136,1087.66,1,1,0.746515,22.3957,0.158608,11.2055
49,58,318,25,2021.94,5.62123,297.497,0.296214,-305.346,1,1,-0.594536,-17.8362,0.103295,9.65183
49,58,318,25,2698.93,7.50474,136.932,1.29594,20.8043,1,1,0.676458,20.294,0.148608,13.1304
49,58,318,25,2645.33,7.01747,21.7998,12.0374,-16.8054,1,1,-0.46646,-13.9939,0.154648,14.2835
49,58,318,25,1640.32,4.55987,282.264,0.879304,35.4673,1,1,0.581987,17.4598,0.0825193,8.12491
49,58,318,25,1026.46,2.85368,98.9657,5.76692,-56.4143,1,1,0.0264952,0.794864,0.0708074,6.58159
49,58,318,25,2548.58,7.08076,14.6665,17.5023,-35.9221,1,1,-0.215582,-6.46752,0.172705,14.3277
49,58,318,25,3051.5,8.50798,66.566,11.7973,-33.226,1,1,0.253017,7.59058,0.161887,15.0902
49,58,318,25,1208.42,3.35955,207.465,0.870129,28.1435,1,1,-0.355177,-10.6554,0.116632,9.37452
49,58,318,25,2336.36,6.49415,45.1662,5.16284,91.932,1,1,1.37431,41.2298,0.153206,11.9735
49,58,36,25,270.947,0.756772,0,79.1948,-470.802,6,3,-0.484333,-14.5301,0.0221507,2.64511
49,58,36,25,1705.89,4.74301,38.6329,23.5882,125.49,1,1,0.688059,20.642,0.121952,8.32085
49,58,36,25,1015.71,2.82196,70.866,3.83904,24.0602,1,1,1.22342,36.703,0.073853,6.06789
49,58,36,25,1885.28,5.24035,165.665,1.79447,220.514,1,1,-0.162958,-4.8888,0.115695,8.78848
49,58,36,25,1908.02,5.17131,21.6998,13.4103,13.6865,1,1,0.384695,11.541,0.115568,8.94384
49,58,36,25,2641.46,7.34221,131.365,2.18417,-133.816,1,1,1.11326,33.3981,0.169731,12.1935
49,58,36,25,712.467,1.98185,5.69994,60.4739,-71.2951,1,1,0.854674,25.6405,0.0661127,4.34887
49,58,36,25,1276.99,4.06042,127.899,14.6797,360.314,1,1,1.01261,30.3785,0.105287,8.27955
21,58,318,0,779.843,2.23774,107.532,20.2277,138.595,4,2,0.11242,3.37264,0.030598,5.56339
21,58,318,0,570.585,1.59146,74.7326,39.3533,48.4116,4,2,-0.784074,-23.5225,0.0329521,8.86907
21,58,318,0,879.685,2.44767,50.7328,2.32343,-56.531,2,1,0.0724463,2.17341,0.0207634,7.8054
49,58,318,5,450.38,1.2597,0,42.4736,143.372,3,1,1.07449,32.2351,0.0860183,3.66636
49,58,318,5,864.842,2.53622,0.133332,63.7784,-88.8259,12,6,-0.495942,-14.8784,0.152451,6.67608
49,58,318,5,7452.3,20.7298,0,2.03666,-8.74393,1,0,0.544094,16.323,0.516439,20.3903
49,58,318,5,8192.43,23.3051,75.4992,0.583009,-14.1253,4,2,0.695282,20.8587,0.451467,23.925
49,58,318,5,4209.85,11.6898,184.631,0.795118,-167.645,1,1,0.463103,13.8932,0.216183,12.9715
49,58,318,5,2021.99,5.62243,167.232,0.536987,-102.41,1,1,0.512349,15.3706,0.170481,7.96894
49,58,318,5,4289.12,11.9254,360,0,143.536,0,0,0.502741,15.0824,0.2684,14.2216
49,58,318,5,631.647,1.59455,192.765,4.67989,-248.882,1,1,-1.82052,-54.6161,0.0614952,3.59827
77,89,316,0,6169.26,17.0943,360,0,32.1616,0,0,0.771458,23.144,0.622359,15.8186
77,89,316,0,4847.33,13.5025,1.66665,8.6542,-267.549,2,1,-0.973858,-29.216,0.268665,7.84298
77,89,316,0,1195.52,3.3246,14.1665,2.60137,33.3965,1,1,-1.66733,-50.0204,0.0877084,2.51748
77,89,316,0,6698.16,18.9895,3.19997,13.329,-5.91299,8,4,-0.186904,-5.60718,0.519818,12.3234
77,89,32,0,2478.24,6.89684,24.6331,1.05536,-57.3944,2,1,-0.225744,-6.7724,0.239103,6.21025
77,89,32,0,7128.33,20.7684,10.5332,1.90283,27.1836,3,2,-0.517958,-15.5389,0.52345,12.366
77,89,32,0,4743.29,13.1906,24.7331,0.0185151,-649.921,1,1,-2.40201,-72.0611,0.372468,8.26632
77,89,318,0,1754.23,4.87789,360,0,-256.084,0,0,-0.730786,-21.9238,0.0579534,2.21736
77,89,318,0,19468.5,54.1247,47.2329,0.268444,-0.574444,1,1,0.307336,9.22017,1.10621,27.7762
77,89,318,0,14159.5,38.9857,0.133332,1.01695,-1.17356,1,1,-0.416051,-12.4817,0.843896,20.1185
77,89,314,0,4560.18,12.6708,49.1662,2.51642,-6.95956,1,1,-0.289018,-8.67062,0.495391,8.51907
77,89,314,0,986.502,2.74361,6.1666,0.046292,694.923,1,1,5.53894,166.17,0.0376078,1.57058
77,89,31,5,1545.84,4.29563,39.0329,0.990007,-42.2978,1,1,-0.714262,-21.4281,0.149859,3.5369
77,89,31,5,4581.17,12.7362,74.5659,1.84208,34.7811,1,1,0.34724,10.4173,0.318493,7.13698
77,89,31,5,8105.83,22.5373,6.43327,24.3288,-8.66151,1,1,-0.967642,-29.0295,0.597724,13.1416
77,89,31,5,3674.03,10.2086,9.09991,2.81247,-24.4616,1,1,0.517385,15.5217,0.314915,6.47115
77,89,33,5,2940.27,8.1743,161.632,0.573915,-308.153,1,1,1.19675,35.903,0.116436,3.63807
77,89,33,5,1843.32,5.12182,146.932,0.971413,221.963,1,1,-1.81784,-54.5358,0.0975692,3.20135
77,89,33,5,2678.14,7.44143,258.297,0.222037,71.752,1,1,-0.143199,-4.29601,0.171315,3.70647
77,89,33,5,7258.77,20.1821,91.8324,0.222181,-61.2893,1,1,-1.07233,-32.1702,0.458959,12.5028
77,89,313,5,10272.8,28.5464,59.5327,1.01776,-2.61596,1,1,-0.0248243,-0.744738,0.831235,20.8116
77,89,313,5,11166.4,31.0785,1.79998,1.48121,36.3091,3,2,-0.374038,-11.2213,0.93212,22.1829
49,58,39,5,2847.81,7.91947,68.7993,4.69444,-323.802,1,1,0.0440807,1.32243,0.235166,13.2697
49,58,39,5,1475.73,4.09855,95.499,1.40559,110.685,1,1,0.146525,4.39579,0.12234,6.36188
49,58,39,5,2866.3,7.94216,53.9328,2.58326,-62.2564,1,1,-0.900059,-27.002,0.214479,12.059
49,58,39,5,2165.07,6.21201,142.965,0.296077,11.795,2,1,0.0730107,2.19034,0.197565,10.9815
49,58,39,5,2239.18,6.23733,58.8994,1.92575,29.7953,2,1,0.141862,4.25589,0.153675,9.80007
49,58,39,5,711.304,2.05938,77.0992,2.32364,196.982,4,2,1.25458,37.6379,0.0711324,4.22084
49,58,39,5,2846.65,7.9177,360,0,64.3998,0,0,0.506084,15.1827,0.174413,11.7241
77,89,37,25,7206.12,20.0991,57.4661,0.509259,-111.19,2,1,-0.95224,-28.5675,0.615031,17.6464
77,89,37,25,8838.99,24.5598,360,0,0.451667,0,0,0.341169,10.2352,0.674859,19.0383
77,89,37,25,13635.4,37.9011,14.3665,0.39789,-1.59057,1,1,-0.358186,-10.7457,0.792138,22.4531
77,89,313,25,6329.43,17.5559,1.63332,1.17256,2.75669,1,1,-0.142667,-4.28004,0.505955,12.882
77,89,313,25,8177.29,22.7423,5.53328,0.203723,2.7097,1,1,0.326218,9.78664,0.70321,18.3612
77,89,313,25,8008.93,22.2741,13.0332,1.18508,2.21717,1,1,-0.146998,-4.40999,0.539119,15.1653
77,89,313,25,6499.31,18.0639,42.8329,0.499676,-184.778,1,1,-4.78045,-143.415,0.395202,8.73434
77,89,313,25,5668.98,15.7692,73.7659,1.12037,3.88647,1,1,0.0884708,2.65415,0.35346,12.1573
77,89,33,0,1674.32,4.65912,29.1664,2.72971,11.0377,2,1,2.65267,79.581,0.124346,3.38247
77,89,33,0,8380.6,23.2905,0,0.665988,1.15495,1,0,0.52578,15.7736,0.59278,15.0049
77,89,318,5,6425.45,17.8702,0.299997,0.712897,-16.3465,1,1,0.0814441,2.44335,0.418243,10.475
77,89,318,5,5220.66,14.5168,36.6663,1.92539,-36.5815,1,1,0.0674996,2.02501,0.382002,11.4881
77,89,318,5,3916.74,10.89,4.99995,17.3949,-209.151,1,1,-0.36227,-10.8682,0.2392,6.40889
77,89,318,5,5152.21,14.3317,18.2332,41.2571,36.5097,3,2,0.480307,14.4094,0.330582,9.21315
77,89,318,5,8123.01,22.5851,10.4332,14.7709,-12.2994,1,1,0.0801674,2.40505,0.522141,12.8326
77,89,318,5,8650.58,24.0564,24.0998,0.944182,-5.50748,1,1,-0.199136,-5.97414,0.584584,15.0425
77,89,39,5,3975.8,11.0532,17.4332,24.9097,42.2027,1,1,-0.292823,-8.78479,0.314435,7.83449
77,89,39,5,8676.49,24.1217,4.96662,1.74026,0.753157,1,1,-0.0493298,-1.47991,0.543427,13.316
77,89,39,5,439.616,1.2223,154.232,45.8071,81.1089,1,1,0.436064,13.0821,0.0438045,1.56886
77,89,39,5,2318.32,6.44521,36.9996,11.2746,20.7532,1,1,0.138953,4.16864,0.216612,5.16474
77,89,39,5,4350.44,12.0959,80.7992,19.4316,-1.46273,1,1,-0.520935,-15.6282,0.299396,8.22868
77,89,39,5,5237.96,14.5757,25.1331,1.82492,-106.938,1,1,-0.789745,-23.6926,0.437704,10.5212
77,89,39,5,6364.75,17.7096,22.1998,1.71249,-9.55466,1,1,0.0567232,1.70171,0.48033,11.6265
77,89,39,5,11906.9,33.2939,11.6665,0.379524,1.22384,2,1,0.370848,11.1256,0.676598,15.8213
77,89,39,5,5033.52,13.9331,38.0663,2.05486,-5.82384,6,3,0.00678478,0.203545,0.472145,10.5894
77,89,37,25,5714.59,15.8902,22.8998,0.731414,109.655,1,1,-0.13182,-3.95463,0.424299,11.8892
77,89,37,25,7223.45,20.0784,360,0,124.715,0,0,-0.232761,-6.98289,0.420063,12.5213
77,89,318,25,10308.5,28.6827,9.66657,1.50898,-0.213596,3,2,0.0474465,1.42341,0.55106,18.3657
77,89,318,25,1258.15,3.50659,2.06665,57.2077,120.591,2,1,-0.634843,-19.0455,0.0562964,2.46664
77,89,318,25,6784.27,18.8681,10.6666,1.82374,-19.9309,1,1,0.190549,5.71652,0.329028,10.6948
77,89,318,25,1915.15,5.32484,8.59991,87.1968,31.529,1,1,-0.0156936,-0.470811,0.183,5.9099
77,89,318,25,1022.52,2.84169,273.664,24.0307,-100.149,1,1,0.242075,7.26234,0.109122,4.21011
77,89,318,25,3836.02,10.7033,76.1326,10.7315,-37.2828,3,2,-0.0716345,-2.14906,0.212628,6.18167
77,89,318,25,3599.04,10.0113,39.3996,4.07407,28.6336,3,2,0.449073,13.4723,0.29738,9.20482
77,89,318,25,5268.35,14.6399,21.8331,6.31014,14.7447,1,1,-0.360529,-10.816,0.346358,11.5865
77,89,318,25,9169.56,25.4854,6.03327,1.41562,0.582479,1,1,0.284456,8.53378,0.464898,14.2467
77,89,318,25,12267.8,34.002,20.5665,2.18715,0.33489,1,1,-0.349065,-10.4721,0.561568,21.1361
77,89,318,25,8476.55,23.5768,20.0665,1.87054,2.80162,1,1,0.626552,18.7968,0.554325,17.2193
161,138,27,0,1324960,3684.91,183.965,1.4631,-0.0357609,8,4,-0.650522,-19.5159,0.836808,24.6958
77,89,36,25,7918.65,21.9032,2.29998,2.89868,3.9203,1,1,0.522102,15.6632,0.510516,14.7018
77,89,36,25,8484.66,23.595,32.2997,0.638889,-5.45243,1,1,0.181271,5.43819,0.658551,18.2507
77,89,36,25,6231.08,17.3344,360,0,18.7024,0,0,0.212948,6.38849,0.548351,14.2382
77,89,36,25,531.301,1.479,77.4659,3.25866,168.988,2,1,0.935453,28.0639,0.0618071,1.96397
77,89,36,25,3144.79,8.74128,90.4991,0.740261,11.0521,1,1,-0.423238,-12.6973,0.269049,6.27719
77,89,36,25,8446.4,23.4733,166.832,0.101786,0.997142,1,1,-0.15064,-4.51925,0.456824,15.4747
77,89,36,25,1624.56,4.51815,53.6661,20.7037,-3.3917,1,1,-0.620611,-18.6185,0.189491,5.42313
77,89,36,25,3153.08,8.76921,33.0997,28.6415,-43.3337,1,1,0.413769,12.4132,0.278879,5.83502
77,89,36,25,489.748,1.36244,34.1997,20.8272,-405.812,2,1,0.3314,9.94211,0.0456384,1.52971
49,58,318,0,3636.44,10.1144,0,20.7184,8.90274,1,0,0.856886,25.7068,0.559375,10.7087
49,58,318,0,793.693,2.20677,223.898,0.703053,-1053.26,2,1,-10.5803,-317.411,0.160643,2.99537
49,58,318,0,621.922,1.72966,0,32.6113,141.002,1,0,0.642212,19.2665,0.201503,3.73885
49,58,318,0,6327.04,17.6014,40.1996,1.53661,326.134,1,1,-0.271991,-8.15982,0.994775,15.8323
49,58,318,0,680.495,1.89221,3.1333,24.1737,-11.9217,1,1,0.0562433,1.68732,0.139812,5.04363
77,89,318,5,1471.1,4.08795,13.0665,1.76721,69.8937,1,1,0.94112,28.2339,0.146699,4.44722
77,89,318,5,7085.89,19.7491,19.9331,1.64723,73.4468,2,1,0.0816457,2.4494,0.650162,11.9259
77,89,318,5,4811.9,13.3826,183.165,2.84207,557.244,1,1,7.44402,223.323,0.30225,9.35549
77,89,318,5,9251.58,26.0366,139.165,0.536987,-265.968,4,2,-1.38232,-41.4701,0.577249,14.7814
77,89,318,5,2847.43,7.93753,62.766,3.12239,-158.708,3,2,-1.15414,-34.6245,0.233198,6.26373
77,89,318,5,1362.17,3.8487,256.431,0.342561,-1860.4,5,3,-11.4412,-343.24,0.0853058,2.51023
77,89,318,5,2503.41,6.97143,112.299,0.342307,888.608,1,1,4.96645,148.995,0.147417,3.51699
77,89,318,5,4607.96,12.8083,196.198,0.786527,119.378,1,1,0.0428059,1.28419,0.33048,8.40503
77,89,318,5,6846.29,19.0265,40.2663,7.61543,16.67,1,1,0.275884,8.27662,0.4354,10.6433
105,138,316,0,1041220,3081.46,3.3333,2.69242,0.0174343,16,8,-0.460914,-13.8275,0.536051,11.8259
105,138,316,0,900594,2505.85,14.3665,16.3443,0.15156,24,12,0.198445,5.95342,0.325021,14.3276
105,138,316,0,962307,2836.46,10.1999,1.60096,0.050051,10,5,-0.252472,-7.57424,0.559017,14.0976
105,138,316,0,402352,1149.48,56.9328,0.249861,0.14994,8,4,-1.16116,-34.835,0.278012,4.22883
105,138,32,0,1758480,4959.09,11.8999,0.657407,0.00793123,6,3,-0.526782,-15.8036,0.922637,21.1233
105,138,32,0,726359,2021.99,49.4995,6.15399,0.0140161,18,9,0.0112207,0.336626,0.328251,7.56366
105,138,32,0,670069,1864.08,44.5662,21.2845,0.138875,8,4,0.0821643,2.46495,0.326526,7.97702
105,138,314,0,404530,1124.43,324.863,0.268394,4.2526,2,1,-1.44917,-43.4754,0.241689,4.74456
105,138,318,0,1146480,3202.48,21.2331,2.35098,0.547509,20,10,-1.05364,-31.6096,0.413288,8.63833
105,138,318,0,373817,1034.75,131.499,0.0273224,-0.552316,2,1,-1.37395,-41.2189,0.119173,3.47821
105,138,318,0,1047700,2941.9,24.2331,3.46773,1.82737,18,9,1.74199,52.2602,0.329468,9.64325
105,138,314,0,644706,1790.87,18.8665,0.0739919,0.482928,2,1,-0.164249,-4.92751,0.288859,6.53967
105,138,31,5,1068790,2971.37,158.498,5.96891,0.0156629,16,8,-0.21121,-6.33636,0.396153,11.8575
105,138,31,5,2422570,6734.41,6.43327,0.77749,-0.00128993,16,8,0.125691,3.77076,1.34429,23.8577
105,138,31,5,1224300,3404.02,24.4331,5.79415,0.00293132,24,12,-0.53298,-15.9896,0.682998,13.461
105,138,31,5,1289450,3584.5,5.83327,0.435024,0.362093,8,4,1.16068,34.8208,0.715369,13.9314
105,138,33,5,1289110,3583.88,3.2333,0.407219,0.299166,8,4,0.946819,28.4049,0.754519,13.5768
105,138,33,5,222023,615.425,36.2663,65.1777,1.4899,4,2,2.52235,75.6714,0.118304,2.3166
105,138,33,5,757888,2106.44,0.566661,0.555247,5.14442,11,6,3.03584,91.076,0.3473,5.57444
105,138,33,5,3373500,9377.01,1.93331,0.0925326,0.00163122,4,2,-0.957978,-28.7396,1.48531,27.0399
105,138,313,5,654111,1816.82,14.8999,3.07963,-0.531919,14,7,-0.379875,-11.3964,0.362943,8.70493
105,138,313,5,241630,674.513,360,0,-0.460899,0,0,-1.5593,-46.7794,0.138399,3.35604
105,138,37,5,475691,1322.36,13.0665,0.249907,2.38597,6,3,2.99984,89.9962,0.328325,4.61652
105,138,37,5,53963.4,149.734,360,0,1.78297,0,0,4.65444,139.635,0.0284517,0.790194
105,138,37,5,1211860,3371.94,360,0,1.38952,0,0,2.37556,71.2674,0.715494,15.9205
77,89,39,5,4114.52,11.4389,360,0,129.097,0,0,3.23325,96.9984,0.520358,9.53724
77,89,39,5,1454.43,4.0241,360,0,-1579.71,0,0,-5.71581,-171.476,0.157199,2.01069
77,89,39,5,6646.65,18.4888,287.03,0.852089,8.83082,1,1,-0.351184,-10.5356,0.615707,8.35343
77,89,39,5,1190.91,3.31088,3.2333,0.0740535,-39.554,1,1,-0.114943,-3.44833,0.200487,2.67414
77,89,39,5,6982.47,19.4121,4.66662,1.43479,-349.997,1,1,-1.96946,-59.0843,0.840807,13.9271
77,89,39,5,2749.4,7.69501,2.26664,0.0925669,-58.6747,2,1,-0.879183,-26.3757,0.222934,3.3516
77,89,39,5,3694.82,10.2739,32.9997,1.02768,-263.348,1,1,-0.0564989,-1.69498,0.34785,5.29059
105,138,313,25,1920570,5339.43,1.16666,2.13671,0.00625295,26,13,-0.118224,-3.54676,0.850501,23.1992
105,138,313,25,568332,1577.84,97.5324,0.212609,7.28816,2,1,10.2374,307.124,0.348741,6.37082
105,138,313,25,1603970,4459.23,6.23327,0.934925,0.0518051,12,6,-0.601739,-18.0523,0.696831,16.1726
105,138,313,25,2798510,7781.64,0.099999,1.32395,0.0302207,26,13,-0.041916,-1.25749,1.31018,28.1297
105,138,313,25,1919860,5337.95,13.7999,1.56453,0.0247969,20,10,-0.109996,-3.29991,0.669185,20.4518
105,138,39,5,292261,812.672,112.399,0.0277572,2.66382,2,1,-2.76022,-82.8076,0.144303,3.00897
105,138,39,5,648445,1802.26,22.1331,0.795781,6.60126,16,8,4.55507,136.653,0.321108,6.26038
105,138,39,5,328806,935.18,265.097,0.739577,2.75687,4,2,2.34113,70.2346,0.153498,4.23976
105,138,39,5,104387,290.128,360,0,1.62396,0,0,2.10301,63.0908,0.102335,2.55033
105,138,39,5,352246,979.016,4.83329,0.407181,-10.2971,12,6,-12.7875,-383.63,0.122612,3.23659
105,138,39,5,288990,803.131,360,0,-0.815067,0,0,-1.69386,-50.8162,0.117081,3.79783
105,138,39,5,1364880,3794.89,8.13325,1.38825,-2.11467,10,5,-2.96253,-88.8767,0.556304,14.5675
105,138,39,5,716285,1992.1,28.433,0.685249,-4.02741,4,2,0.446784,13.4036,0.247846,7.86138
105,138,39,5,672345,1870.07,152.232,2.15781,2.99789,4,2,-1.09022,-32.7069,0.343665,9.66508
105,138,33,0,1121090,3124.86,0.799992,0.759119,0.0277034,11,6,0.626109,18.7835,0.58964,19.9227
105,138,318,5,1243450,3457.91,0,0.777634,-1.53642,7,3,-3.09088,-92.7275,0.549213,12.3773
105,138,318,5,412572,1147.74,49.4328,0.203666,0.130282,6,3,-0.488121,-14.6438,0.250566,5.21707
105,138,318,5,627242,1744.13,6.03327,0.370302,0.844217,8,4,2.09233,62.7706,0.313525,5.79344
105,138,318,5,1737760,4832.52,19.4998,0.60174,0.000575152,10,5,-0.791405,-23.7424,0.600552,16.0935
105,138,318,5,2487210,6915.39,30.1997,0.138863,0.00486147,2,1,0.82364,24.7094,0.808639,23.2327
105,138,33,0,363212,1011.18,0.199998,63.0624,0.0677941,45,23,0.314649,9.43957,0.334402,6.16323
105,138,318,5,1202680,3344.85,7.86659,2.10146,0.1823,26,13,0.0177905,0.533719,0.574252,11.9515
105,138,318,25,2048660,5730.03,10.4666,1.9626,0.0149358,18,9,-0.15502,-4.65066,0.725308,21.5198
105,138,318,25,2573670,7155.77,2.53331,2.09221,0.00326311,20,10,0.30785,9.23558,0.665145,28.8387
105,138,37,25,968639,2693.18,0.099999,0.351787,-0.642598,2,1,-1.04413,-31.3244,0.430247,10.2449
105,138,37,25,1723680,4794.27,360,0,0.363493,0,0,-0.0784502,-2.35353,0.626457,24.7014
105,138,318,25,2765890,7691.66,23.4331,0.685058,0.00428882,10,5,-0.492668,-14.7802,0.709133,29.7932
105,138,318,25,2946030,8197.91,108.332,0.249954,-0.00115545,2,1,-0.279023,-8.37079,0.873969,29.4246
105,138,318,25,931709,2593.15,32.9997,8.64655,-0.406367,8,4,0.150079,4.50242,0.447557,11.3144
105,138,318,25,1584320,4418.52,10.7666,3.40678,0.220611,18,9,0.2259,6.77706,0.5839,14.3674
105,138,318,25,1043750,2904.18,37.433,1.40715,0.493493,12,6,0.5968,17.9042,0.464971,13.9628
105,138,318,25,700153,1948.68,37.2996,3.72153,-0.0393243,10,5,-0.816446,-24.4936,0.256395,7.94335
105,138,318,25,960248,2691.56,2.26664,9.41492,0.00762615,30,15,0.0160701,0.482109,0.426225,10.6344
105,138,318,25,1379500,3850.17,13.8665,6.71172,-0.194922,10,5,-0.716564,-21.4971,0.495683,13.779
105,138,318,25,380764,1059.26,18.9331,12.1644,1.94112,10,5,3.60971,108.292,0.186776,4.49332
105,138,36,25,1794370,4995.96,5.99994,0.610998,0.0110983,8,4,0.136718,4.10159,0.653036,20.6777
105,138,36,25,2253200,6281.65,7.59992,0.268469,1.00934,6,3,2.34335,70.3011,0.892181,20.8373
105,138,36,25,559926,1566.97,207.865,1.47195,1.82301,8,4,0.544867,16.3462,0.274795,7.5789
105,138,36,25,1653340,4601.18,14.8999,1.61081,-0.08638,12,6,0.319568,9.58713,0.610449,21.5572
105,138,36,25,631631,1763.86,84.8992,0.148121,-0.0692428,6,3,-0.496625,-14.8989,0.244962,5.64532
105,138,36,25,1866280,5261.12,360,0,0.0388802,0,0,0.471429,14.143,0.748867,22.8666
105,138,36,25,236416,663.166,93.3991,2.38845,-0.101412,12,6,-0.339462,-10.184,0.181356,4.00616
105,138,36,25,531755,1499.61,53.9661,2.43473,0.100372,18,9,-0.255388,-7.66172,0.394085,7.07115
105,138,36,25,90053.4,251.431,94.5991,7.62822,0.794699,4,2,2.27084,68.1258,0.0725884,1.83956
77,89,318,0,9221.19,25.686,21.8331,1.79596,2.39126,3,2,0.302598,9.07803,1.34656,17.9334
77,89,318,0,9171.67,25.8529,19.6998,0.888724,-26.5328,2,1,-0.422284,-12.6686,1.22684,19.4075
77,89,318,0,4660.52,12.958,188.498,0.231439,-415.714,1,1,-1.92601,-57.7809,0.543695,7.81752
77,89,318,0,7755.22,21.5625,53.1328,1.20348,-117.025,1,1,-1.06527,-31.9585,1.11403,15.9282
77,89,318,0,8632.63,24.002,0,3.29569,-0.713524,1,0,-0.378175,-11.3454,1.02975,15.7958
105,138,318,5,348210,1575.86,9.33324,5.37008,-0.0267164,24,12,-0.747202,-22.4163,0.263322,6.3553
105,138,318,5,1076620,2996.73,86.1658,3.14757,1.31806,18,9,1.92015,57.605,0.463865,11.1477
105,138,318,5,1219890,3394.91,4.66662,3.83262,-0.240548,26,13,-0.38347,-11.5042,0.468312,10.3191
105,138,318,5,492046,1373.42,14.4999,0.379559,-0.536697,8,4,0.442978,13.2895,0.229581,5.48901
105,138,318,5,464552,1291.63,33.233,0.212924,2.22125,4,2,0.823696,24.7111,0.234133,5.08802
105,138,318,5,1014430,2832.85,2.73331,1.26828,-0.0288724,22,11,0.52687,15.8062,0.466366,11.6648
105,138,318,5,1316900,4032.59,32.1663,2.16627,0.00600905,14,7,-0.0287139,-0.861426,0.504233,17.2058
105,138,318,5,354792,1064.92,11.4332,0.52768,-12.5403,10,5,-16.6196,-498.594,0.214395,3.38597
105,138,318,5,646692,2033,29.9997,0.148121,-1.684,6,3,0.975009,29.2506,0.330746,6.90149
133,138,316,0,1203600,3500.56,4.99995,1.23125,0.196141,8,4,-0.129428,-3.88288,0.865642,16.7977
133,138,316,0,969337,3060.45,17.3332,1.63859,-0.147325,8,4,0.660416,19.8127,0.428198,18.82
133,138,316,0,1511370,4202.19,11.0999,0.49065,-0.537079,18,9,-0.376798,-11.304,1.16878,14.5719
133,138,316,0,577258,1605.15,7.59992,18.4595,-4.80823,12,6,0.00944836,0.283454,0.532727,7.04084
133,138,32,0,1563200,4362.06,18.0332,0.759119,-0.0102795,8,4,0.27528,8.25849,1.15168,20.1476
133,138,32,0,763674,2132.2,24.4998,16.1822,0.372911,16,8,0.717407,21.5224,0.594997,10.0101
133,138,32,0,1295000,3601.27,360,0,0.0618113,0,0,0.537043,16.1114,0.786083,14.3065
133,138,314,0,1116870,3121.23,360,0,0.0657091,0,0,-0.0885184,-2.65558,0.741827,14.8102
133,138,314,0,758005,2111.06,3.59996,0.49065,0.5306,7,4,0.0337685,1.01307,0.565324,9.3151
133,138,318,0,2569820,7147.74,1.93331,0.925754,-0.0136451,8,4,-0.253174,-7.5953,1.49714,23.6586
133,138,318,0,1204470,3348.88,0,3.30494,-0.136992,25,12,-0.403652,-12.1097,0.560802,12.3126
133,138,318,0,1393350,3874.05,0.799992,2.73098,-0.577519,22,11,-0.872681,-26.1807,0.526692,12.2651
133,138,31,5,316085,879,2.23331,32.8273,-0.261108,17,9,-0.184356,-5.53073,0.195483,4.08395
133,138,31,5,757413,2106.29,39.3329,28.2448,0.101371,30,15,0.0716338,2.14904,0.62079,8.70805
133,138,31,5,1766670,4912.01,14.4665,2.77726,0.0108597,24,12,-0.423046,-12.6915,0.852096,18.8198
133,138,31,5,965354,2684.05,93.9991,8.47065,0.523965,18,9,1.0111,30.3333,0.52051,10.3083
133,138,33,5,239870,667.053,241.831,0.0185151,5.91001,2,1,13.0791,392.378,0.166327,2.40149
133,138,33,5,186758,519.259,1.13332,0.194408,-14.5528,4,2,-14.1994,-425.986,0.0926132,2.10026
133,138,33,5,2678270,7446.61,1.03332,2.38845,0.0077699,36,18,0.00726265,0.217882,1.52479,18.8956
133,138,33,5,377830,1050.51,0,0.666543,-0.141141,3,1,4.38912,131.675,0.307092,3.85078
133,138,313,5,1103080,3067.85,54.9661,1.51824,0.497534,10,5,0.400315,12.0096,0.645231,15.1064
