Age,ArenaSize,Paternity,Treatment,TotDist,MeanVel,LatencyZ2360,CumDur%Z2,MeanMeander,FreqZAlter,FreqTransZ1>Z2,MeanTurnAngle,MeanAngVel,Mean%Activ,Mean%Mobility
133,138,313,5,560837,1559.34,14.4999,6.64692,-0.718878,15,8,0.376767,11.3031,0.386041,8.11385
105,138,39,5,18831.3,58.6286,360,0,-6.44286,0,0,-7.64543,-229.365,0.00487277,0.747157
105,138,39,5,88566.5,285.794,360,0,-1.84549,0,0,-1.50201,-45.0607,0.0958042,2.41296
105,138,39,5,439642,1342.98,287.53,0.111091,2.20437,2,1,6.42106,192.634,0.185419,4.91494
105,138,39,5,362092,1009,0.599994,0.111091,3.88126,6,3,9.47639,284.294,0.11605,2.81081
105,138,39,5,105359,293.292,360,0,-0.841975,0,0,-2.52112,-75.6343,0.0494907,1.70476
105,138,39,5,541057,1505.46,1.43332,3.29569,-0.241108,14,7,-0.460466,-13.8141,0.247383,5.76861
105,138,39,5,691831,1923.55,5.03328,0.0462877,0.759018,2,1,2.31801,69.5408,0.354427,7.11633
133,138,37,25,847445,2433.11,360,0,0.26563,0,0,0.402847,12.0855,0.946263,12.7931
133,138,37,25,468257,1301.93,5.23328,20.3203,-0.113944,18,9,2.39443,71.8336,0.336601,4.27958
133,138,37,25,1685750,4690.07,37.1996,0.999815,-0.00267607,10,5,-0.436087,-13.0827,0.846029,21.3803
133,138,313,25,971082,2700.73,3.69996,14.5251,0.0168669,26,13,0.78891,23.6675,0.466267,7.90001
133,138,313,25,846040,2352.31,10.0332,10.1833,-0.0954686,28,14,0.439946,13.1985,0.440894,13.3201
133,138,313,25,1283310,3568.1,9.83324,3.54564,-0.0044503,10,5,0.559561,16.787,0.60137,13.9711
133,138,313,25,2034370,5657.89,11.1666,0.212924,-0.241485,5,3,0.501059,15.0319,1.70785,22.5404
133,138,313,25,1594790,4434.13,1.66665,4.61026,0.474677,32,16,0.411983,12.3596,0.889066,16.3764
14,58,47,0,1119.07,3.11288,28.0664,26.5877,246.757,1,1,-0.620875,-18.6264,0.0308867,9.75891
14,58,47,0,838.819,2.33224,69.8993,7.98,82.6369,1,1,0.959312,28.7796,0.0140257,9.77891
133,138,39,5,271414,757.091,68.266,38.3725,0.168537,16,8,-1.11927,-33.5783,0.147228,4.64743
133,138,39,5,1183590,3331.89,1.13332,2.43473,-0.0133345,16,8,0.187392,5.62182,0.545182,16.4473
133,138,39,5,444323,1254.22,6.7666,2.01814,0.648106,8,4,-0.349011,-10.4704,0.16664,4.33461
133,138,39,5,363520,1030.59,3.0333,0.175893,-0.0100582,4,2,1.84606,55.3822,0.116115,4.0087
133,138,39,5,254051,712.767,52.9995,4.47139,-0.563252,12,6,-0.359867,-10.7961,0.156964,4.07083
133,138,39,5,296321,830.04,3.19997,0.0185151,1.28165,2,1,-0.464565,-13.9371,0.144193,3.5641
133,138,39,5,1013710,2864.97,14.7332,4.24921,-0.634155,16,8,-0.647232,-19.4171,0.371414,10.8579
133,138,39,5,520436,1463.01,2.9333,0.157378,-0.00998707,8,4,2.32439,69.7324,0.12394,4.78017
133,138,39,5,131715,373.699,360,0,2.63834,0,0,1.71031,51.3097,0.076755,2.8168
133,138,318,5,1009530,2846.18,0.299997,0.962785,-0.233291,10,5,0.310382,9.31155,0.35807,10.0533
133,138,318,5,1672490,4714.38,25.2664,0.60174,-0.215088,14,7,-0.409876,-12.2964,0.520894,18.503
133,138,318,5,297203,842.579,165.432,0.185151,-0.219526,2,1,2.19057,65.7178,0.124811,4.15434
133,138,318,5,1141290,3179.1,18.4331,9.22051,0.0315917,18,9,0.542179,16.2655,0.465678,12.3784
133,138,318,5,1166450,3276.27,0,6.16552,1.47856,47,23,3.9778,119.335,0.458696,13.2159
133,138,318,5,2123710,6029.91,2.8333,2.93464,-0.0180585,26,13,0.429453,12.8837,0.702722,21.0723
133,138,33,0,767542,2134.45,7.86659,2.95316,3.81996,14,7,-0.873192,-26.196,0.338563,9.02894
133,138,33,0,1146290,3353.71,0.766659,5.17497,-0.017934,26,13,0.522125,15.6639,0.451632,15.0264
133,138,37,25,1255890,3491.85,35.7996,1.18497,-0.0487621,2,1,-0.314414,-9.43252,0.581943,15.3262
133,138,37,25,1483440,4124.53,317.697,0.286984,-0.00458961,2,1,-0.0532878,-1.59865,0.70291,18.5993
133,138,318,25,1973630,5502.73,0.799992,1.82374,-0.0152914,22,11,0.149534,4.48605,0.640396,19.5949
133,138,318,25,870677,2796.03,161.698,1.08313,-0.303974,10,5,0.0463842,1.39154,0.275162,11.3742
133,138,318,25,988785,2750.98,2.46664,1.08313,0.236299,12,6,0.806527,24.1961,0.333909,9.09751
133,138,318,25,232747,648.567,13.9332,4.54545,0.612657,4,2,-0.667311,-20.0195,0.0932613,2.23279
133,138,318,25,446618,1243.61,4.99995,0.870209,0.378829,6,3,1.2882,38.6463,0.212834,4.19509
133,138,318,25,184627,604.482,49.0662,21.9682,-0.156727,15,8,-0.136177,-4.08535,0.267809,4.31419
133,138,318,25,566880,1584.37,2.19998,19.8759,-0.0285915,54,27,-0.151224,-4.53675,0.625996,11.9039
133,138,318,25,442970,1232.2,2.26664,0.851694,0.0161489,4,2,0.246296,7.38894,0.269297,5.09173
133,138,318,25,1510470,4347.13,10.7999,6.77652,-0.0211259,46,23,0.513689,15.4108,0.646584,15.0109
133,138,318,25,126271,351.113,176.132,0.351787,-0.140182,2,1,0.248006,7.44026,0.125461,2.5718
133,138,318,25,1540610,4284.26,9.26657,2.53657,0.801112,26,13,0.524027,15.721,0.534034,14.2569
14,58,47,0,632.675,1.75908,151.198,1.76819,255.244,1,1,-1.85709,-55.7133,0.0121526,6.10769
14,58,47,0,2167.2,6.02956,175.765,0.573968,-27.7925,1,1,0.9584,28.7523,0.0575905,15.5994
14,58,47,0,690.198,1.91901,71.9659,0.648028,482.412,1,1,0.314586,9.43767,0.00962967,7.06232
14,58,47,0,2706.03,7.52378,66.8327,1.5923,6.49213,1,1,-0.479767,-14.3931,0.0557225,21.2449
14,58,47,0,1116.87,3.10618,39.0996,11.1553,-1.78248,3,2,3.41167,102.351,0.02743,12.2573
14,58,47,0,1271.94,3.53649,10.3666,10.1926,-605.011,1,1,-0.693524,-20.8059,0.0235358,10.709
14,58,47,0,2905.78,8.10095,70.1326,6.52657,87.0419,3,2,0.364333,10.9301,0.0485563,17.2514
14,58,47,0,501.444,1.3942,0,24.801,-240.868,1,0,3.42319,102.697,0.0147503,7.90574
14,58,47,0,964.027,2.68036,158.565,2.17552,-339.081,1,1,-3.89278,-116.785,0.020332,12.3159
14,58,47,0,3083.92,8.62482,141.699,0.583225,112.49,2,1,-0.565641,-16.9694,0.0590649,18.8578
133,138,36,25,1181850,3286.59,0.766659,2.04592,-0.0449759,16,8,-0.164221,-4.92667,0.484987,12.2674
133,138,36,25,2166250,6023.01,214.365,0.166636,-0.00489542,2,1,0.354298,10.629,0.921178,20.7975
133,138,36,25,71481.9,198.747,360,0,-3.4187,0,0,-1.15278,-34.5838,0.0207135,1.31432
133,138,36,25,49535.4,137.727,29.8997,9.42418,2.24235,2,1,-0.442817,-13.2846,0.0612776,1.72103
133,138,36,25,48793.8,135.665,360,0,-0.497668,0,0,0.458961,13.769,0.0214483,1.25014
133,138,36,25,1628930,4529.45,14.4665,2.50879,0.0260974,16,8,0.233094,6.9929,0.804793,16.5044
133,138,36,25,564154,1568.56,43.4996,2.06443,-0.373034,12,6,0.186106,5.58324,0.333945,7.74393
133,138,36,25,1588200,4415.79,14.2665,2.44399,-0.0348822,24,12,-0.149248,-4.47749,0.846247,15.8094
133,138,36,25,73981.2,205.772,360,0,1.30459,0,0,0.276003,8.28018,0.0450261,1.23963
21,58,47,0,5605.28,15.6022,0,1.69413,-3.5608,2,1,-0.262417,-7.8726,0.084783,27.1924
21,58,47,0,3616.82,10.087,27.2331,10.137,2.52312,3,2,-0.000478456,-0.0143538,0.0676597,23.6925
105,138,318,0,1370510,3816.56,43.9996,0.685058,-0.0805417,14,7,-0.0131561,-0.394687,0.717156,13.4479
105,138,318,0,1350990,3756.27,83.5325,1.36086,-0.288723,4,2,-0.270669,-8.12014,0.592787,15.7764
105,138,318,0,813865,2262.86,5.59994,31.9848,-0.039901,72,36,-0.343876,-10.3164,0.52695,10.8622
105,138,318,0,2067170,5747.52,13.4999,0.925754,0.0153974,12,6,0.0229803,0.689416,1.02373,19.5097
105,138,318,0,2226130,6189.49,1.66665,0.953527,-0.0197234,10,5,-0.0561193,-1.6836,0.902867,19.113
21,58,47,0,3637.03,10.1123,0,2.42548,-51.8135,1,0,-0.598289,-17.9488,0.131298,15.9105
21,58,47,0,1076.76,2.9938,121.299,3.06425,86.0415,1,1,1.77285,53.1859,0.0612604,8.79565
21,58,47,0,3693.92,10.2705,56.9661,0.518423,66.4726,1,1,-0.122544,-3.67637,0.12604,17.7096
21,58,47,0,2967.11,8.2497,129.565,1.20348,-13.9934,1,1,0.444723,13.3418,0.12111,13.6131
21,58,47,0,2888.77,8.03189,57.1328,1.39789,-9.33446,1,1,-0.0350997,-1.053,0.136532,13.4542
21,58,47,0,3442.03,9.57014,199.598,0.120348,168.342,1,1,0.389469,11.6842,0.154784,15.5121
21,58,47,0,3021.13,8.39988,79.4659,0.851694,-56.36,1,1,-0.50646,-15.194,0.14805,14.9445
21,58,47,0,2229.6,6.19914,32.2997,2.86984,110.203,1,1,0.13592,4.07765,0.117849,10.9344
21,58,47,0,1466.78,4.0782,53.5661,10.998,241.235,1,1,1.02314,30.6946,0.0613272,8.09912
21,58,47,0,1747.15,4.85774,129.765,1.15719,123.878,1,1,0.0380235,1.14072,0.074902,9.99137
133,138,318,5,58554.5,163.303,360,0,1.50187,0,0,1.66952,50.086,0.0442828,1.1334
133,138,318,5,81962.2,228.161,360,0,-0.196965,0,0,1.1389,34.1672,0.0302127,0.976075
133,138,318,5,2956790,8224.06,2.36664,1.75893,0.00867868,28,14,0.358246,10.7475,0.960871,23.9034
133,138,318,5,87483.3,243.666,110.966,2.56434,-0.593083,2,1,0.717682,21.5307,0.0706556,1.5447
133,138,318,5,240848,669.65,4.39996,10.8221,-5.0859,16,8,-8.38854,-251.659,0.118954,3.2546
133,138,318,5,2057140,5733.45,12.5332,2.16627,0.00527862,28,14,-0.338575,-10.1574,0.672463,18.594
133,138,318,5,58760.1,163.618,23.6331,2.83281,0.4203,2,1,-0.447817,-13.4346,0.0346343,1.16781
133,138,318,5,1883350,5236.43,0,1.98111,-0.0102115,17,8,-0.0684187,-2.05258,0.668863,16.3994
133,138,318,5,284798,791.846,360,0,1.3973,0,0,-0.329079,-9.87248,0.12644,3.96131
161,138,316,0,1191470,3355.65,0,1.40715,-0.0190252,11,5,0.0388535,1.16562,0.841575,16.9793
161,138,316,0,947530,2636.2,19.9665,2.16627,0.892974,12,6,0.671771,20.1533,0.386357,14.6747
161,138,316,0,717223,1994.89,18.0665,1.82374,-0.426674,22,11,1.15098,34.5299,0.643627,9.60929
161,138,316,0,631608,1756.6,53.9328,1.20348,0.274048,14,7,-0.141209,-4.23631,0.356175,7.18423
161,138,32,0,1416300,3938.94,2.63331,3.42529,-0.00942527,28,14,0.208653,6.25965,0.888355,16.3229
161,138,32,0,607081,1696.09,10.3666,22.681,-0.0475433,18,9,-0.307849,-9.23556,0.429467,8.41482
161,138,32,0,221699,616.406,22.4664,4.83244,-0.673572,6,3,-0.54558,-16.3676,0.159025,2.8672
161,138,314,0,277300,771.142,315.997,1.86077,0.200063,2,1,0.0134909,0.40473,0.302426,6.01051
161,138,314,0,186950,519.889,0,6.27662,-0.0164946,7,3,2.94004,88.202,0.153643,2.60288
161,138,318,0,643002,1824.14,7.49992,0.879467,-0.948555,16,8,-1.70897,-51.2695,0.411377,4.78587
161,138,318,0,242761,687.392,2.9333,0.333272,-6.69891,10,5,-8.26413,-247.926,0.166538,2.37256
161,138,318,0,174582,493.312,0.733326,0.740604,-1.31076,8,4,-0.523296,-15.699,0.127958,1.87322
161,138,31,5,859234,2394.32,30.033,41.0572,-0.204587,64,32,1.61907,48.5726,0.483047,13.7382
161,138,31,5,205673,572.221,46.5329,14.9787,0.243543,9,5,-0.0434623,-1.30388,0.226238,3.87712
161,138,31,5,1039500,2890.73,72.2993,6.89687,-0.393814,20,10,0.184102,5.52312,0.465048,11.1391
161,138,31,5,385293,1071.66,114.466,1.20348,0.766394,10,5,2.20379,66.1143,0.302428,5.58795
161,138,33,5,334619,930.369,8.49991,0.129606,0.859941,4,2,0.789929,23.6981,0.213635,3.72865
161,138,33,5,255216,709.927,360,0,0.704141,0,0,-0.164411,-4.93239,0.159454,3.19829
161,138,33,5,600961,1671.21,162.798,0.157378,4.83126,6,3,3.81612,114.485,0.263803,4.09327
161,138,33,5,418030,1162.5,1.23332,0.101833,1.39631,1,1,0.903257,27.098,0.215292,4.7069
161,138,313,5,1294350,3598.78,21.7998,3.45306,0.022906,20,10,-0.351558,-10.5468,0.484639,16.264
161,138,313,5,107890,303.663,0,8.32253,-0.0370786,9,4,-1.35198,-40.5598,0.0573431,1.56996
133,138,39,5,48519.6,134.953,360,0,0.135071,0,0,2.14816,64.4456,0.0163927,0.909685
133,138,39,5,206072,573.383,212.798,17.145,-0.123511,10,5,-0.106917,-3.20753,0.0976595,2.39073
133,138,39,5,464715,1296.29,0.399996,0.259211,-0.354523,8,4,-3.71215,-111.366,0.272792,4.09415
133,138,39,5,383488,1066.93,14.8999,1.78671,2.84677,6,3,7.01456,210.439,0.201282,3.51225
133,138,39,5,507626,1415.59,9.06658,0.592483,1.60522,5,3,1.88586,56.5763,0.210496,5.07952
133,138,39,5,345719,963.462,20.7331,0.351787,1.89542,4,2,1.68394,50.5187,0.191346,3.63717
133,138,39,5,1152280,3275.42,0.166665,0.814664,0.160686,12,6,0.164779,4.94343,0.449237,11.5166
161,138,37,25,954632,2657.94,76.0659,5.17497,-0.0998111,8,4,-0.440428,-13.213,0.759833,14.1268
161,138,37,25,34957.2,97.3567,360,0,0.204738,0,0,3.17696,95.3099,0.0191139,0.648734
161,138,37,25,1352750,3766.39,9.09991,1.37012,3.48975,14,7,-0.227073,-6.81225,0.686577,15.9767
161,138,313,25,1606170,4472.38,17.1332,3.69376,-0.0142571,24,12,-0.411352,-12.3407,0.884697,17.9288
161,138,313,25,225041,625.931,1.06666,1.42566,1.15217,8,4,1.38549,41.5651,0.199412,4.26206
161,138,313,25,225288,626.792,5.89994,0.52768,1.07705,6,3,1.86777,56.0338,0.177796,3.6192
161,138,313,25,1089190,3029.77,5.99994,1.78671,0.160764,8,4,0.446495,13.395,1.00222,14.6763
161,138,313,25,976105,2714.95,4.09996,6.22107,0.0120338,17,9,0.273507,8.20529,0.479365,8.79033
161,138,39,5,123238,342.87,360,0,0.309194,0,0,0.822348,24.6707,0.16091,3.09245
161,138,39,5,943983,2624.63,27.9997,17.3764,-0.080376,8,4,-0.0155181,-0.465547,0.464559,13.5124
161,138,39,5,275541,766.109,4.56662,6.8043,-0.0706738,6,3,-2.70995,-81.2995,0.137289,2.82695
161,138,39,5,184521,513.516,177.165,16.3396,0.400993,6,3,-0.210824,-6.32477,0.156728,3.1495
161,138,39,5,259690,722.038,113.332,13.8123,-0.0595873,18,9,-0.220727,-6.62189,0.243241,4.93867
161,138,39,5,67871.3,188.708,296.464,13.7382,3.30232,1,1,2.7657,82.9718,0.0373404,1.27668
161,138,39,5,1021650,2841.1,6.5666,4.0548,-0.0287613,16,8,-0.30781,-9.23439,0.476668,8.52202
161,138,39,5,1456770,4148.42,10.1999,0.518423,0.0710655,6,3,0.533522,16.0058,0.557918,13.3388
161,138,39,5,342559,1017.31,12.8332,1.09239,0.214731,6,3,0.188295,5.6489,0.241367,5.12538
161,138,318,5,510678,1422.52,73.6993,1.69413,0.587365,4,2,1.25034,37.5107,0.328539,5.8481
161,138,318,5,1078220,3064.3,137.899,0.907239,-0.597051,4,2,-0.661501,-19.8452,0.535263,10.4725
161,138,318,5,530018,1478.59,22.5998,8.10961,-0.298159,18,9,-1.44255,-43.2768,0.293156,5.1309
161,138,318,5,749475,2088.08,142.299,5.37863,-0.105406,4,2,0.586183,17.5857,0.441307,7.72017
161,138,318,5,967950,2710.11,4.39996,1.25903,-1.25897,24,12,-0.354709,-10.6414,0.719595,10.9548
161,138,318,5,1523940,4237.93,29.333,0.49065,0.264276,6,3,0.0496028,1.4881,0.674133,16.6295
161,138,33,0,1033370,2877.15,8.43325,14.6732,-0.115962,28,14,-0.767855,-23.0359,0.643093,14.6103
161,138,33,0,591240,1723.41,4.89995,3.48084,-0.0208152,12,6,0.450771,13.5233,0.49434,11.4939
161,138,37,25,1570650,4384.46,329.23,0.259211,0.0131712,2,1,-0.148918,-4.46758,0.763588,19.2612
161,138,37,25,123903,356.833,33.5663,4.64729,-0.561449,4,2,-0.535215,-16.0566,0.203705,2.81036
161,138,318,25,2156010,5998.99,20.3998,2.3977,0.0180325,24,12,-0.0092385,-0.277158,1.0345,22.1397
161,138,318,25,1844000,5134.16,12.7332,5.92483,0.00468668,44,22,-0.327369,-9.82118,0.933595,18.2501
161,138,318,25,747421,2096.97,9.23324,3.44381,-2.19499,24,12,-1.58032,-47.4101,0.39505,6.78382
161,138,318,25,327551,911.055,1.79998,0.722089,-0.291454,6,3,-0.0869453,-2.60838,0.202892,3.93931
161,138,318,25,2224730,6186.74,5.79994,2.40696,0.942962,28,14,1.16484,34.9455,0.963038,16.5165
161,138,318,25,443084,1232.29,8.79991,38.2707,0.0342572,46,23,0.366883,11.0066,0.460034,7.76948
161,138,318,25,276066,767.712,96.2657,15.7101,-0.570443,8,4,-0.232003,-6.96015,0.337481,4.74514
161,138,318,25,2899090,8062.06,6.53327,3.69376,-0.00536947,46,23,-2.20209,-66.0634,0.962005,19.67
161,138,318,25,2121520,5901.9,0.433329,6.98019,-0.0239176,80,40,-0.592938,-17.7883,1.07527,18.3373
161,138,318,25,1496890,4161.91,6.9666,1.16645,-0.00620233,10,5,-0.286975,-8.60932,0.628618,13.0578
161,138,318,25,490914,1364.93,277.497,1.05536,0.601075,8,4,-0.279211,-8.37641,0.193149,4.83698
161,138,36,25,1686800,4690.8,5.16662,2.44399,0.00429684,12,6,0.284059,8.52185,0.73189,17.6822
161,138,36,25,1440750,4006.57,102.966,0.0925754,-0.0376334,2,1,-0.105305,-3.1592,0.871378,14.7224
49,58,47,0,809.869,4.59027,105.899,4.75024,-291.547,1,1,0.559567,16.7872,0.182395,7.73119
49,58,47,0,3178.76,8.83816,343.563,0.435105,-12.139,1,1,-0.501951,-15.0587,0.396409,17.0312
161,138,36,25,35771.8,99.5145,360,0,1.94813,0,0,2.29441,68.8331,0.00916046,0.815643
161,138,36,25,30871.7,85.8351,360,0,-4.13715,0,0,-1.5643,-46.9295,0.00543223,0.708176
161,138,36,25,60460,168.712,360,0,3.41523,0,0,-2.651,-79.5307,0.0163937,1.05793
161,138,36,25,1603030,4460.74,15.9998,3.08276,0.0446925,18,9,0.474332,14.2301,1.13315,20.8425
161,138,36,25,280341,784.763,293.264,1.62933,-0.805632,4,2,-0.157781,-4.73347,0.169692,4.04521
161,138,36,25,561946,1567.65,4.09996,3.6197,0.00152993,30,15,1.62442,48.7332,0.502383,6.40083
161,138,36,25,65979.8,183.687,360,0,-2.06967,0,0,-4.05078,-121.525,0.0571874,1.41505
133,138,318,0,2427500,6776.37,13.2999,1.48121,-0.00251324,14,7,1.27004,38.1015,1.03859,21.0087
133,138,318,0,1166970,3298.11,29.8664,1.77745,-0.216043,8,4,0.156841,4.70527,0.540716,13.0008
133,138,318,0,1634920,4561.75,25.2331,23.4586,-0.00129831,144,72,-0.326853,-9.80568,0.999988,18.7093
133,138,318,0,1936170,5401.82,11.7332,3.34197,-0.00408017,26,13,-0.0327333,-0.982009,0.812116,19.0695
133,138,318,0,1049930,2919.75,12.9332,9.37789,-0.0279103,36,18,0.16584,4.97525,0.622149,12.8058
49,58,47,0,1117.9,3.14432,120.265,0.777634,-286.474,4,2,0.689633,20.6892,0.119872,5.76481
49,58,47,0,3189.94,8.86924,15.1665,0.286984,-56.5563,1,1,0.998829,29.9652,0.283999,11.1463
49,58,47,0,2200.48,6.98276,200.698,0.573968,-23.1475,2,1,-0.280953,-8.42868,0.267746,10.6
49,58,47,0,3926.47,12.4034,113.199,2.92538,-9.19316,4,2,-0.309675,-9.29035,0.360173,13.5295
49,58,47,0,189.164,0.58529,274.831,22.8106,-200.413,1,1,-0.40375,-12.1126,0.0170221,1.73001
49,58,47,0,833.284,2.68717,158.498,14.5529,-410.94,4,2,-1.53801,-46.1407,0.075213,5.05996
49,58,47,0,3004.71,8.37676,20.7998,5.79522,-96.9274,1,1,1.30261,39.0786,0.188416,9.6771
161,138,318,5,373666,1046.5,26.2331,2.04592,-0.355512,10,5,-0.996888,-29.9069,0.22352,4.90909
161,138,318,5,154344,429.176,173.998,0.194408,1.35357,4,2,1.83051,54.9159,0.0880532,1.83808
161,138,318,5,1864570,5216.59,12.1999,13.3401,-0.0743915,68,34,0.58783,17.6351,0.574678,16.9058
161,138,318,5,169094,470.147,360,0,-0.103932,0,0,0.160552,4.8166,0.0713885,2.59857
161,138,318,5,825917,2296.79,22.7331,7.87817,-0.138167,12,6,0.0104135,0.312409,0.2938,8.19742
161,138,318,5,2503660,7236.09,14.0665,1.97186,-0.00648896,26,13,-0.440059,-13.2019,0.744827,23.1816
161,138,318,5,351757,978.198,0,0.361044,-1.04686,9,4,-0.633388,-19.0018,0.160203,3.83708
161,138,318,5,1392200,3874.08,3.66663,6.64692,-0.0266148,32,16,-0.479199,-14.3761,0.522122,13.3083
161,138,318,5,951128,2644.99,15.1998,0.722089,-0.162196,8,4,0.974883,29.2468,0.324855,9.87679
14,58,51,0,1097.19,3.06282,287.797,0.129606,298.401,2,1,1.53723,46.1174,0.0204911,10.5585
14,58,51,0,349.972,0.973056,360,0,-544.668,0,0,-0.594815,-17.8446,0.0123125,5.45622
14,58,51,0,963.757,3.01177,310.864,0.120348,215.35,2,1,0.637735,19.1322,0.0277447,8.10565
14,58,53,0,1831.12,5.09261,159.632,1.87928,126.085,1,1,0.0425272,1.27583,0.0394947,14.503
14,58,53,0,286.247,0.805506,67.0327,0.388817,188.953,2,1,0.0918202,2.75463,0.00728721,4.55268
14,58,53,0,375.034,1.04428,162.532,7.34123,155.248,1,1,0.389745,11.6925,0.00820783,4.45106
14,58,53,0,956.278,2.66005,199.698,0.0648028,-77.5513,1,1,-0.0546,-1.63802,0.0154327,9.1164
14,58,53,0,432.496,1.20597,45.0329,10.9054,32.4991,3,2,0.545854,16.3758,0.0082154,5.93198
14,58,53,0,313.934,1.00546,46.1662,2.61063,108.001,2,1,0.59522,17.8568,0.00538688,5.60484
14,58,53,0,816.568,2.27058,141.999,2.59211,-333.139,1,1,-1.78004,-53.4018,0.00939996,11.8337
14,58,53,0,400.567,1.27381,265.564,0.546195,88.0132,4,2,-0.538903,-16.1672,0.0131834,5.29378
14,58,53,0,932.444,2.92397,230.631,1.20348,-207.617,2,1,-0.884164,-26.5252,0.0173613,11.3669
14,58,53,0,636.249,2.08381,63.0327,2.98093,-113.52,2,1,-0.296324,-8.88982,0.0162703,7.42549
14,58,53,0,846.591,2.85018,244.198,0.166636,-99.069,4,2,-0.536314,-16.0896,0.0167003,9.023
14,58,55,0,1239.16,3.44629,52.3661,0.972042,-416.665,1,1,-1.83105,-54.9322,0.0263724,12.9377
14,58,55,0,581.295,1.61682,95.8657,4.94353,146.29,1,1,-0.892804,-26.7844,0.0137978,6.93416
14,58,55,0,2630.35,7.50606,21.3331,3.8604,100.998,2,1,0.305897,9.177,0.0528385,18.1473
14,58,55,0,1453.82,4.04256,282.231,0.41659,-100.478,1,1,-1.11905,-33.572,0.0322239,11.5087
14,58,55,0,1871.93,5.22356,243.798,0.111091,153.429,1,1,-0.555629,-16.6691,0.0400101,13.7065
14,58,55,0,349.099,0.977332,293.564,8.70209,43.589,2,1,-0.188708,-5.66129,0.00458919,5.18775
14,58,55,0,221.629,0.616957,284.364,12.8865,-1363.33,1,1,0.109336,3.28012,0.00247308,5.89791
14,58,55,0,530.404,1.475,129.699,4.54545,-103.24,1,1,-0.819206,-24.5764,0.0102722,6.256
14,58,55,0,1158.13,3.22632,257.197,1.24051,-133.898,1,1,0.508542,15.2564,0.0223946,11.3803
14,58,55,0,770.187,2.47148,146.099,1.94408,388.42,2,1,0.77862,23.3588,0.0106385,9.76635
14,58,55,0,2347.12,7.79956,123.165,0.259211,27.9507,4,2,-0.684902,-20.5473,0.0479438,19.2219
14,58,55,0,1214.35,3.60595,150.765,4.92501,67.538,2,1,0.301431,9.04302,0.0216713,9.92747
189,138,316,0,1500000,4179.49,16.2332,1.0461,-0.00612752,6,3,-0.206286,-6.18864,0.801967,21.362
189,138,316,0,643031,1790.03,7.63326,0.296241,0.882423,4,2,3.35001,100.501,0.258416,7.16837
189,138,316,0,551005,1572.52,6.09994,0.555453,-0.645295,10,5,-0.501777,-15.0535,0.363142,5.57073
189,138,316,0,544411,1523.27,3.59996,0.555453,2.68162,12,6,4.45898,133.771,0.196566,5.77073
189,138,32,0,828272,2314.49,32.433,0.101833,-0.086227,4,2,-0.0112794,-0.338385,0.908498,11.3172
189,138,32,0,898436,2511.49,4.79995,11.7571,0.00308699,36,18,-0.386759,-11.6029,0.890289,12.9107
189,138,32,0,498820,1399.1,320.163,0.370302,-0.122272,2,1,0.0474459,1.42339,0.280805,4.88224
189,138,314,0,1439990,4013.38,0,0.759119,-0.00819874,9,4,0.167299,5.01901,0.742896,16.6057
189,138,314,0,291171,812.353,27.9664,0.860952,-0.224524,6,3,0.228519,6.85565,0.243152,4.48799
189,138,318,0,2317800,6461.74,25.0997,0.592483,-0.320131,8,4,-1.23618,-37.0856,1.17564,16.5874
189,138,318,0,414728,1157.28,2.09998,15.5712,-0.186562,18,9,-0.440189,-13.2058,0.365554,5.27602
189,138,318,0,833054,2327.42,199.898,1.52749,-5.24342,20,10,-4.43366,-133.011,0.33186,6.82405
189,138,31,5,1337430,3722.69,24.2331,8.4614,0.0168615,18,9,0.576837,17.3053,0.602533,17.1735
189,138,31,5,1096890,3057.43,337.797,0.240696,-0.0356828,4,2,-0.189398,-5.68201,0.559537,9.78455
189,138,31,5,537325,1495.91,9.66657,24.264,-0.0582792,48,24,0.480907,14.4273,0.330966,6.85145
189,138,31,5,1214080,3382.19,11.9332,56.3599,0.00300181,140,70,1.127,33.8103,0.772735,18.4797
14,58,53,0,325.383,0.904773,3.89996,38.1689,-308.122,1,1,0.537387,16.1218,0.00714574,4.2466
14,58,53,0,490.491,1.36413,280.031,0.805406,-80.7018,1,1,1.73949,52.1852,0.0155866,6.48636
14,58,53,0,931.807,2.59559,5.86661,6.5636,-60.4352,2,1,0.679793,20.394,0.0195692,11.1173
14,58,53,0,592.996,1.64875,202.398,1.94408,87.2052,1,1,-0.146504,-4.39517,0.012935,6.08198
14,58,53,0,1290.53,3.60219,23.0664,17.5245,-273.901,7,4,0.695247,20.8576,0.0215399,12.2758
14,58,53,0,256.207,0.856792,360,0,-203.916,0,0,0.853954,25.6189,0.00261972,5.5095
14,58,53,0,1149.78,3.52697,32.1997,3.80485,236.093,7,4,-0.513602,-15.4082,0.0246125,12.1335
14,58,53,0,617.872,1.72431,129.632,5.38789,-24.5688,1,1,0.604079,18.1225,0.00445347,9.97215
14,58,53,0,640.395,1.80802,80.5659,11.5256,173.05,1,1,0.248133,7.44407,0.00372425,10.3092
14,58,53,0,435.09,1.52113,19.7331,10.3407,-288.705,2,1,0.0670701,2.01212,0.00434052,9.13785
14,58,53,0,995.848,4.01556,318.33,7.68376,-316.732,4,2,0.0842464,2.52742,0.00583694,11.4438
