Age,ArenaSize,Paternity,Treatment,TotDist,MeanVel,MeanTimeZ1,FreqZ1,CumDurZ1,LatencyZ1,CumDur%Z1,MeanTimeZ2,MeanTimeZ2Zero,FreqZ2,CumDurZ2,LatencyZ2,LatencyZ2360,CumDur%Z2,MeanMeander,TotMeander,FreqZAlter,FreqTransZ1>Z2,FreqTransZ2>Z1,MeanTurnAngle,VarTurnAngle,MeanAngVel,Mean%Activ,Tot%Act,Mean%Mobility
77,89,32,0,2478.24,6.89684,39.57,9,356.13,0,98.9076,0.633327,0.633327,6,3.79996,24.6331,24.6331,1.05536,-57.3944,-618195,2,1,1,-0.225744,6676.41,-6.7724,0.239103,2577.53,6.21025
77,89,32,0,7128.33,20.7684,27.1997,13,353.596,0,97.9863,0.858325,0.858325,8,6.8666,10.5332,10.5332,1.90283,27.1836,264388,3,2,1,-0.517958,220.087,-15.5389,0.52345,5389.96,12.366
77,89,32,0,4743.29,13.1906,32.6209,11,358.83,0,99.6575,0.066666,0.066666,1,0.066666,24.7331,24.7331,0.0185151,-649.921,-7006800,1,1,0,-2.40201,3576.45,-72.0611,0.372468,4018.19,8.26632
77,89,318,0,1754.23,4.87789,51.3185,7,359.23,0,99.7778,0,0,0,0,0,360,0,-256.084,-2761610,0,0,0,-0.730786,4226.17,-21.9238,0.0579534,625.259,2.21736
77,89,318,0,19468.5,54.1247,44.7871,8,358.296,0,99.5001,0.483328,0.483328,2,0.966657,47.2329,47.2329,0.268444,-0.574444,-6195.95,1,1,0,0.307336,168.541,9.22017,1.10621,11937.1,27.7762
77,89,318,0,14159.5,38.9857,51.4185,7,359.93,0,98.9281,0.924991,0.924991,4,3.69996,0.133332,0.133332,1.01695,-1.17356,-12773.1,1,1,0,-0.416051,185.233,-12.4817,0.843896,9195.09,20.1185
77,89,314,0,4560.18,12.6708,175.615,2,351.23,0,97.4836,9.06658,9.06658,1,9.06658,49.1662,49.1662,2.51642,-6.95956,-75107.5,1,1,0,-0.289018,404.29,-8.67062,0.495391,5348.74,8.51907
77,89,314,0,986.502,2.74361,71.9059,5,359.53,0,99.8611,0.166665,0.166665,1,0.166665,6.1666,6.1666,0.046292,694.923,7491270,1,1,0,5.53894,10796.8,166.17,0.0376078,405.676,1.57058
77,89,31,5,1545.84,4.29563,89.1741,4,356.696,0,99.01,1.18888,1.18888,3,3.56663,39.0329,39.0329,0.990007,-42.2978,-456435,1,1,0,-0.714262,2971.36,-21.4281,0.149859,1617.88,3.5369
77,89,31,5,4581.17,12.7362,70.6926,5,353.463,0,98.1579,1.65832,1.65832,4,6.63327,74.5659,74.5659,1.84208,34.7811,375149,1,1,0,0.34724,2361.01,10.4173,0.318493,3436.86,7.13698
77,89,31,5,8105.83,22.5373,5.04563,54,272.464,0,75.6712,1.65281,1.65281,53,87.5991,6.43327,6.43327,24.3288,-8.66151,-93414.4,1,1,0,-0.967642,123.056,-29.0295,0.597724,6449.44,13.1416
77,89,31,5,3674.03,10.2086,50.0233,7,350.163,0,97.1875,1.68887,1.68887,6,10.1332,9.09991,9.09991,2.81247,-24.4616,-263990,1,1,0,0.517385,1936.79,15.5217,0.314915,3400.14,6.47115
77,89,33,5,2940.27,8.1743,27.4766,13,357.196,0,99.1947,0.413329,0.413329,5,2.06665,161.632,161.632,0.573915,-308.153,-3323430,1,1,0,1.19675,8043.1,35.903,0.116436,1256.46,3.63807
77,89,33,5,1843.32,5.12182,50.9662,7,356.763,0,99.0193,0.699993,0.699993,5,3.49997,146.932,146.932,0.971413,221.963,2395430,1,1,0,-1.81784,6168.55,-54.5358,0.0975692,1053.45,3.20135
77,89,33,5,2678.14,7.44143,22.3727,16,357.963,0,99.3524,0.199998,0.199998,4,0.799992,258.297,258.297,0.222037,71.752,774348,1,1,0,-0.143199,6334.36,-4.29601,0.171315,1849.68,3.70647
77,89,33,5,7258.77,20.1821,119.754,3,359.263,0,99.7778,0.399996,0.399996,2,0.799992,91.8324,91.8324,0.222181,-61.2893,-661006,1,1,0,-1.07233,2924.82,-32.1702,0.458959,4952.17,12.5028
77,89,313,5,10272.8,28.5464,27.3895,13,356.063,0,98.8342,0.523804,0.523804,7,3.66663,59.5327,59.5327,1.01776,-2.61596,-28228.9,1,1,0,-0.0248243,287.15,-0.744738,0.831235,8974.02,20.8116
77,89,313,5,11166.4,31.0785,18.5016,19,351.53,0,97.6301,1.33332,1.33332,4,5.33328,1.79998,1.79998,1.48121,36.3091,390904,3,2,1,-0.374038,390.483,-11.2213,0.93212,10047.3,22.1829
49,58,39,5,2847.81,7.91947,37.9441,9,341.497,0,94.8611,16.8998,16.8998,1,16.8998,68.7993,68.7993,4.69444,-323.802,-3491550,1,1,0,0.0440807,3817.57,1.32243,0.235166,2536.97,13.2697
49,58,39,5,1475.73,4.09855,39.0033,9,351.03,0,97.383,5.06662,5.06662,1,5.06662,95.499,95.499,1.40559,110.685,1195060,1,1,0,0.146525,4644.06,4.39579,0.12234,1321.51,6.36188
49,58,39,5,2866.3,7.94216,39.1033,9,351.93,0,97.4075,1.33332,1.33332,7,9.33324,53.9328,53.9328,2.58326,-62.2564,-673739,1,1,0,-0.900059,2856.39,-27.002,0.214479,2322.16,12.059
49,58,39,5,2165.07,6.21201,17.8798,20,357.596,0,99.2598,1.06666,1.06666,1,1.06666,142.965,142.965,0.296077,11.795,122231,2,1,1,0.0730107,2537.08,2.19034,0.197565,2123.43,10.9815
49,58,39,5,2239.18,6.23733,50.4185,7,352.93,0,98.028,1.38665,1.38665,5,6.93326,58.8994,58.8994,1.92575,29.7953,320479,2,1,1,0.141862,1838.43,4.25589,0.153675,1655.08,9.80007
49,58,39,5,711.304,2.05938,13.4204,26,348.93,0,96.908,2.09165,2.09165,4,8.36658,77.0992,77.0992,2.32364,196.982,2021230,4,2,2,1.25458,8622.79,37.6379,0.0711324,761.686,4.22084
49,58,39,5,2846.65,7.9177,8.66241,40,346.497,0,96.2411,0,0,0,0,0,360,0,64.3998,694101,0,0,0,0.506084,5266.16,15.1827,0.174413,1881.21,11.7241
77,89,37,25,7206.12,20.0991,89.4824,4,357.93,0,99.4259,1.83332,1.83332,1,1.83332,57.4661,57.4661,0.509259,-111.19,-1192730,2,1,1,-0.95224,1169.87,-28.5675,0.615031,6615.27,17.6464
77,89,37,25,8838.99,24.5598,360.296,1,360.296,0,100,0,0,0,0,0,360,0,0.451667,4874.39,0,0,0,0.341169,240.018,10.2352,0.674859,7286.45,19.0383
77,89,37,25,13635.4,37.9011,59.7883,6,358.73,0,99.5836,0.477773,0.477773,3,1.43332,14.3665,14.3665,0.39789,-1.59057,-17152.7,1,1,0,-0.358186,157.253,-10.7457,0.792138,8549.54,22.4531
77,89,313,25,6329.43,17.5559,71.3593,5,356.796,0,98.8274,1.05832,1.05832,4,4.23329,1.63332,1.63332,1.17256,2.75669,29794.3,1,1,0,-0.142667,292.504,-4.28004,0.505955,5472.41,12.882
77,89,313,25,8177.29,22.7423,119.743,3,359.23,0,99.7963,0.366663,0.366663,2,0.733326,5.53328,5.53328,0.203723,2.7097,29216,1,1,0,0.326218,297.336,9.78664,0.70321,7585.53,18.3612
77,89,313,25,8008.93,22.2741,88.9408,4,355.763,0,98.8149,1.42221,1.42221,3,4.26662,13.0332,13.0332,1.18508,2.21717,23903.3,1,1,0,-0.146998,123.895,-4.40999,0.539119,5815.47,15.1653
77,89,313,25,6499.31,18.0639,44.7829,8,358.263,0,99.4541,0.299997,0.299997,6,1.79998,42.8329,42.8329,0.499676,-184.778,-1993380,1,1,0,-4.78045,4577.87,-143.415,0.395202,4265.81,8.73434
77,89,313,25,5668.98,15.7692,71.186,5,355.93,0,98.8704,1.34443,1.34443,3,4.03329,73.7659,73.7659,1.12037,3.88647,41888.4,1,1,0,0.0884708,177.333,2.65415,0.35346,3812.06,12.1573
77,89,33,0,1674.32,4.65912,38.9255,9,350.33,0,97.2518,1.40475,1.40475,7,9.83324,29.1664,29.1664,2.72971,11.0377,118843,2,1,1,2.65267,3933,79.581,0.124346,1340.58,3.38247
77,89,33,0,8380.6,23.2905,89.4908,4,357.963,0.533328,99.334,0.599994,0.599994,4,2.39998,0,0,0.665988,1.15495,12458.5,1,0,1,0.52578,197.976,15.7736,0.59278,6399.06,15.0049
77,89,318,5,6425.45,17.8702,71.4926,5,357.463,0,99.2871,0.64166,0.64166,4,2.56664,0.299997,0.299997,0.712897,-16.3465,-176232,1,1,0,0.0814441,558.295,2.44335,0.418243,4511.58,10.475
77,89,318,5,5220.66,14.5168,88.2908,4,353.163,0,98.0746,2.31109,2.31109,3,6.93326,36.6663,36.6663,1.92539,-36.5815,-394421,1,1,0,0.0674996,472.376,2.02501,0.382002,4121.42,11.4881
77,89,318,5,3916.74,10.89,21.245,14,297.43,0,82.6051,4.8179,4.8179,13,62.6327,4.99995,4.99995,17.3949,-209.151,-2255700,1,1,0,-0.36227,2036.13,-10.8682,0.2392,2580.97,6.40889
77,89,318,5,5152.21,14.3317,9.61051,22,211.431,0,58.7152,7.42826,7.42826,20,148.565,18.2332,18.2332,41.2571,36.5097,393501,3,2,1,0.480307,546.536,14.4094,0.330582,3565.33,9.21315
77,89,318,5,8123.01,22.5851,10.963,28,306.964,0,85.2291,1.97035,1.97035,27,53.1995,10.4332,10.4332,14.7709,-12.2994,-132625,1,1,0,0.0801674,327.816,2.40505,0.522141,5633.9,12.8326
77,89,318,5,8650.58,24.0564,118.899,3,356.696,0,99.0558,1.69998,1.69998,2,3.39997,24.0998,24.0998,0.944182,-5.50748,-59348.6,1,1,0,-0.199136,248.552,-5.97414,0.584584,6306.49,15.0425
77,89,39,5,3975.8,11.0532,18.0265,15,270.397,0,75.0903,6.40708,6.40708,14,89.6991,17.4332,17.4332,24.9097,42.2027,455198,1,1,0,-0.292823,1624.02,-8.78479,0.314435,3393.07,7.83449
77,89,39,5,8676.49,24.1217,44.2287,8,353.83,0,98.2597,0.895229,0.895229,7,6.2666,4.96662,4.96662,1.74026,0.753157,8123.55,1,1,0,-0.0493298,55.1386,-1.47991,0.543427,5864.12,13.316
77,89,39,5,439.616,1.2223,65.0549,3,195.165,0,54.1929,82.4825,82.4825,2,164.965,154.232,154.232,45.8071,81.1089,874679,1,1,0,0.436064,3862.39,13.0821,0.0438045,472.65,1.56886
77,89,39,5,2318.32,6.44521,39.9371,8,319.497,0,88.7254,5.07495,5.07495,8,40.5996,36.9996,36.9996,11.2746,20.7532,223845,1,1,0,0.138953,1073.14,4.16864,0.216612,2337.46,5.16474
77,89,39,5,4350.44,12.0959,48.3495,6,290.097,0,80.5684,13.9932,13.9932,5,69.966,80.7992,80.7992,19.4316,-1.46273,-15775.6,1,1,0,-0.520935,1967.76,-15.6282,0.299396,3230.48,8.22868
77,89,39,5,5237.96,14.5757,70.6526,5,353.263,0,98.1751,1.64165,1.64165,4,6.5666,25.1331,25.1331,1.82492,-106.938,-1152250,1,1,0,-0.789745,1307.96,-23.6926,0.437704,4718.89,10.5212
77,89,39,5,6364.75,17.7096,50.5614,7,353.93,0,98.2875,1.02777,1.02777,6,6.1666,22.1998,22.1998,1.71249,-9.55466,-102904,1,1,0,0.0567232,199.15,1.70171,0.48033,5178.91,11.6265
77,89,39,5,11906.9,33.2939,32.533,11,357.863,0,99.3798,0.683326,0.683326,2,1.36665,11.6665,11.6665,0.379524,1.22384,13092.7,2,1,1,0.370848,35.5408,11.1256,0.676598,7259.22,15.8213
77,89,39,5,5033.52,13.9331,27.3228,13,355.196,0,97.7525,1.49332,1.49332,5,7.46659,38.0663,38.0663,2.05486,-5.82384,-63031.4,6,3,3,0.00678478,394.566,0.203545,0.472145,5117.11,10.5894
77,89,37,25,5714.59,15.8902,89.3491,4,357.396,0,99.2686,0.877769,0.877769,3,2.63331,22.8998,22.8998,0.731414,109.655,1182520,1,1,0,-0.13182,1161.13,-3.95463,0.424299,4577.77,11.8892
77,89,37,25,7223.45,20.0784,360.196,1,360.196,0,100,0,0,0,0,0,360,0,124.715,1345050,0,0,0,-0.232761,602.401,-6.98289,0.420063,4533.74,12.5213
77,89,318,25,10308.5,28.6827,29.5441,12,354.53,0,98.4632,0.543328,0.543328,10,5.43328,9.66657,9.66657,1.50898,-0.213596,-2301.28,3,2,1,0.0474465,182.65,1.42341,0.55106,5941.53,18.3657
77,89,318,25,1258.15,3.50659,11.8358,13,153.865,0,42.7368,15.8434,15.8434,13,205.965,2.06665,2.06665,57.2077,120.591,1295750,2,1,1,-0.634843,6207.85,-19.0455,0.0562964,605.975,2.46664
77,89,318,25,6784.27,18.8681,44.1871,8,353.496,0,98.1763,0.938086,0.938086,7,6.5666,10.6666,10.6666,1.82374,-19.9309,-214835,1,1,0,0.190549,1079.4,5.71652,0.329028,3549.23,10.6948
77,89,318,25,1915.15,5.32484,4.19087,11,46.0995,0,12.8032,31.3964,31.3964,10,313.964,8.59991,8.59991,87.1968,31.529,340040,1,1,0,-0.0156936,1763.39,-0.470811,0.183,1974.57,5.9099
77,89,318,25,1022.52,2.84169,273.664,1,273.664,0,75.9693,86.5658,86.5658,1,86.5658,273.664,273.664,24.0307,-100.149,-1080610,1,1,0,0.242075,3165.82,7.26234,0.109122,1177.97,4.21011
77,89,318,25,3836.02,10.7033,35.6774,9,321.097,0,89.1944,7.72659,7.72659,5,38.6329,76.1326,76.1326,10.7315,-37.2828,-399747,3,2,1,-0.0716345,2216.34,-2.14906,0.212628,2286.18,6.18167
77,89,318,25,3599.04,10.0113,49.3281,7,345.297,0,95.9167,2.9333,2.9333,5,14.6665,39.3996,39.3996,4.07407,28.6336,308613,3,2,1,0.449073,1118.82,13.4723,0.29738,3207.24,9.20482
77,89,318,25,5268.35,14.6399,21.0956,16,337.53,0,93.6899,1.51554,1.51554,15,22.7331,21.8331,21.8331,6.31014,14.7447,159110,1,1,0,-0.360529,416.933,-10.816,0.346358,3739.28,11.5865
77,89,318,25,9169.56,25.4854,59.1939,6,355.163,0,98.5844,1.01999,1.01999,5,5.09995,6.03327,6.03327,1.41562,0.582479,6283.2,1,1,0,0.284456,75.4961,8.53378,0.464898,5018.11,14.2467
77,89,318,25,12267.8,34.002,32.1179,11,353.296,0,97.8128,0.789992,0.789992,10,7.89992,20.5665,20.5665,2.18715,0.33489,3622.84,1,1,0,-0.349065,96.3873,-10.4721,0.561568,6078.41,21.1361
77,89,318,25,8476.55,23.5768,39.2478,9,353.23,0,98.1295,0.841658,0.841658,8,6.73327,20.0665,20.0665,1.87054,2.80162,30201.4,1,1,0,0.626552,250.15,18.7968,0.554325,5978.95,17.2193
161,138,27,0,1324960,3684.91,70.9393,5,354.696,0,98.5369,1.31665,1.31665,4,5.26661,183.965,183.965,1.4631,-0.0357609,-385.574,8,4,4,-0.650522,766.019,-19.5159,0.836808,9026.64,24.6958
77,89,36,25,7918.65,21.9032,29.3108,12,351.73,0,97.1013,0.954536,0.954536,11,10.4999,2.29998,2.29998,2.89868,3.9203,42472.5,1,1,0,0.522102,255.046,15.6632,0.510516,5537.06,14.7018
77,89,36,25,8484.66,23.595,39.6848,9,357.163,0,99.213,1.14999,1.14999,2,2.29998,32.2997,32.2997,0.638889,-5.45243,-58782.7,1,1,0,0.181271,430.892,5.43819,0.658551,7104.44,18.2507
77,89,36,25,6231.08,17.3344,360.263,1,360.263,0,100,0,0,0,0,0,360,0,18.7024,201500,0,0,0,0.212948,601.305,6.38849,0.548351,5913.41,14.2382
77,89,36,25,531.301,1.479,69.646,5,348.23,0,96.7136,3.91107,3.91107,3,11.7332,77.4659,77.4659,3.25866,168.988,1819150,2,1,1,0.935453,4721.81,28.0639,0.0618071,666.095,1.96397
77,89,36,25,3144.79,8.74128,178.782,2,357.563,0,99.2597,2.66664,2.66664,1,2.66664,90.4991,90.4991,0.740261,11.0521,119219,1,1,0,-0.423238,2337.85,-12.6973,0.269049,2903.85,6.27719
77,89,36,25,8446.4,23.4733,179.932,2,359.863,0,99.8982,0.366663,0.366663,1,0.366663,166.832,166.832,0.101786,0.997142,10759.2,1,1,0,-0.15064,243.565,-4.51925,0.456824,4931.41,15.4747
77,89,36,25,1624.56,4.51815,23.7887,12,285.464,0,79.2963,6.77569,6.77569,11,74.5326,53.6661,53.6661,20.7037,-3.3917,-36565.9,1,1,0,-0.620611,3112.01,-18.6185,0.189491,2044.03,5.42313
77,89,36,25,3153.08,8.76921,25.6831,10,256.831,0,71.3492,12.8874,12.8874,8,103.099,33.0997,33.0997,28.6415,-43.3337,-467224,1,1,0,0.413769,1788.13,12.4132,0.278879,3008.27,5.83502
77,89,36,25,489.748,1.36244,71.241,4,284.964,0,79.0988,75.0326,75.0326,1,75.0326,34.1997,34.1997,20.8272,-405.812,-4373030,2,1,1,0.3314,5247.13,9.94211,0.0456384,492.164,1.52971
49,58,318,0,3636.44,10.1144,6.96253,41,285.464,0.366663,79.2816,1.81949,1.81949,41,74.5993,0,0,20.7184,8.90274,95944.9,1,0,1,0.856886,165.114,25.7068,0.559375,6033.41,10.7087
49,58,318,0,793.693,2.20677,119.221,3,357.663,0,99.2599,2.53331,2.53331,1,2.53331,223.898,223.898,0.703053,-1053.26,-11358300,2,1,1,-10.5803,6911.37,-317.411,0.160643,1733.34,2.99537
49,58,318,0,621.922,1.72966,24.2664,10,242.664,14.1999,67.3887,11.7432,11.7432,10,117.432,0,0,32.6113,141.002,1519860,1,0,1,0.642212,2772.71,19.2665,0.201503,2173.61,3.73885
49,58,318,0,6327.04,17.6014,39.3959,9,354.563,0,98.4634,0.69166,0.69166,8,5.53328,40.1996,40.1996,1.53661,326.134,3513770,1,1,0,-0.271991,2003.24,-8.15982,0.994775,10727.7,15.8323
49,58,318,0,680.495,1.89221,34.1247,8,272.997,0,75.8263,10.8791,10.8791,8,87.0325,3.1333,3.1333,24.1737,-11.9217,-128564,1,1,0,0.0562433,4626.87,1.68732,0.139812,1508.44,5.04363
77,89,318,5,1471.1,4.08795,50.5566,7,353.896,0,98.2328,1.0611,1.0611,6,6.3666,13.0665,13.0665,1.76721,69.8937,754223,1,1,0,0.94112,3615.4,28.2339,0.146699,1583.76,4.44722
77,89,318,5,7085.89,19.7491,12.1436,29,352.163,0,97.7698,1.18665,1.18665,5,5.93327,19.9331,19.9331,1.64723,73.4468,789333,2,1,1,0.0816457,2095.3,2.4494,0.650162,7015.9,11.9259
77,89,318,5,4811.9,13.3826,21.8644,16,349.83,0,97.1579,0.682215,0.682215,15,10.2332,183.165,183.165,2.84207,557.244,6007090,1,1,0,7.44402,3676.65,223.323,0.30225,3260.37,9.35549
77,89,318,5,9251.58,26.0366,17.8132,20,356.263,0,98.9538,0.276188,0.276188,7,1.93331,139.165,139.165,0.536987,-265.968,-2815270,4,2,2,-1.38232,2986.44,-41.4701,0.577249,6154.63,14.7814
77,89,318,5,2847.43,7.93753,34.8063,10,348.063,0,96.7479,3.74441,3.74441,3,11.2332,62.766,62.766,3.12239,-158.708,-1705800,3,2,1,-1.15414,3660.79,-34.6245,0.233198,2510.14,6.26373
77,89,318,5,1362.17,3.8487,27.3536,13,355.596,0,98.7686,0.246664,0.246664,5,1.23332,256.431,256.431,0.342561,-1860.4,-19653300,5,3,2,-11.4412,5424.37,-343.24,0.0853058,905.777,2.51023
77,89,318,5,2503.41,6.97143,27.5869,13,358.63,0,99.5374,0.176189,0.176189,7,1.23332,112.299,112.299,0.342307,888.608,9555200,1,1,0,4.96645,5304.91,148.995,0.147417,1588.72,3.51699
77,89,318,5,4607.96,12.8083,44.6621,8,357.296,0,99.1857,0.472217,0.472217,6,2.8333,196.198,196.198,0.786527,119.378,1287610,1,1,0,0.0428059,3913.02,1.28419,0.33048,3566.87,8.40503
77,89,318,5,6846.29,19.0265,12.7999,26,332.797,0,92.3846,1.09732,1.09732,25,27.4331,40.2663,40.2663,7.61543,16.67,179869,1,1,0,0.275884,732.731,8.27662,0.4354,4700.14,10.6433
105,138,316,0,1041220,3081.46,10.9246,31,338.663,0,96.6606,1.17915,1.17915,8,9.43324,3.3333,3.3333,2.69242,0.0174343,172.443,16,8,8,-0.460914,407.779,-13.8275,0.536051,5433.94,11.8259
105,138,316,0,900594,2505.85,21.5117,14,301.164,0,83.6187,4.90551,4.90551,12,58.8661,14.3665,14.3665,16.3443,0.15156,1632.6,24,12,12,0.198445,605.349,5.95342,0.325021,3504.37,14.3276
105,138,316,0,962307,2836.46,6.84193,50,342.097,0,94.975,1.15332,1.15332,5,5.76661,10.1999,10.1999,1.60096,0.050051,500.86,10,5,5,-0.252472,765.944,-7.57424,0.559017,5689.68,14.0976
105,138,316,0,402352,1149.48,11.4117,31,353.763,0,98.214,0.224998,0.224998,4,0.899991,56.9328,56.9328,0.249861,0.14994,1560.57,8,4,4,-1.16116,5549.79,-34.835,0.278012,2919.41,4.22883
105,138,32,0,1758480,4959.09,59.5827,6,357.496,0,99.3056,0.788881,0.788881,3,2.36664,11.8999,11.8999,0.657407,0.00793123,83.2859,6,3,3,-0.526782,222.799,-15.8036,0.922637,9815.01,21.1233
105,138,32,0,726359,2021.99,28.1525,12,337.83,0,93.7905,2.46294,2.46294,9,22.1664,49.4995,49.4995,6.15399,0.0140161,150.856,18,9,9,0.0112207,1282.01,0.336626,0.328251,3537.56,7.56366
105,138,32,0,670069,1864.08,56.7061,5,283.53,0,78.7155,19.1665,19.1665,4,76.6659,44.5662,44.5662,21.2845,0.138875,1495.83,8,4,4,0.0821643,874.311,2.46495,0.326526,3521.26,7.97702
105,138,314,0,404530,1124.43,179.598,2,359.196,0,99.7316,0.966657,0.966657,1,0.966657,324.863,324.863,0.268394,4.2526,45877.1,2,1,1,-1.44917,4288.57,-43.4754,0.241689,2608.55,4.74456
105,138,318,0,1146480,3202.48,20.6449,17,350.963,0,97.4546,0.846658,0.846658,10,8.46658,21.2331,21.2331,2.35098,0.547509,5858.35,20,10,10,-1.05364,3316.35,-31.6096,0.413288,4438.72,8.63833
105,138,318,0,373817,1034.75,26.0235,14,364.33,0,99.5446,0.099999,0.099999,1,0.099999,131.499,131.499,0.0273224,-0.552316,-5941.27,2,1,1,-1.37395,3392.58,-41.2189,0.119173,1291.6,3.47821
105,138,318,0,1047700,2941.9,20.3978,17,346.763,0,96.1994,1.38887,1.38887,9,12.4999,24.2331,24.2331,3.46773,1.82737,19381.1,18,9,9,1.74199,2783.18,52.2602,0.329468,3520.04,9.64325
105,138,314,0,644706,1790.87,29.9303,12,359.163,0,99.6578,0.266664,0.266664,1,0.266664,18.8665,18.8665,0.0739919,0.482928,5213.2,2,1,1,-0.164249,1912.01,-4.92751,0.288859,3119.68,6.53967
105,138,31,5,1068790,2971.37,33.8597,10,338.597,0,94.0033,2.68747,2.68747,8,21.4998,158.498,158.498,5.96891,0.0156629,168.893,16,8,8,-0.21121,210.838,-6.33636,0.396153,4274.89,11.8575
105,138,31,5,2422570,6734.41,35.733,10,357.33,0,99.2225,0.311108,0.311108,9,2.79997,6.43327,6.43327,0.77749,-0.00128993,-13.9144,16,8,8,0.125691,176.376,3.77076,1.34429,14507.6,23.8577
105,138,31,5,1224300,3404.02,24.2331,14,339.263,0,94.2058,1.60511,1.60511,13,20.8665,24.4331,24.4331,5.79415,0.00293132,31.6085,24,12,12,-0.53298,200.04,-15.9896,0.682998,7369.55,13.461
105,138,31,5,1289450,3584.5,4.71018,75,353.263,0,98.0933,0.391663,0.391663,4,1.56665,5.83327,5.83327,0.435024,0.362093,3905.9,8,4,4,1.16068,951.982,34.8208,0.715369,7720.26,13.9314
105,138,33,5,1289110,3583.88,44.8121,8,358.496,0,99.5373,0.29333,0.29333,5,1.46665,3.2333,3.2333,0.407219,0.299166,3226.21,8,4,4,0.946819,2719.62,28.4049,0.754519,8142.01,13.5768
105,138,33,5,222023,615.425,41.9218,3,125.765,0,34.8223,117.699,117.699,2,235.398,36.2663,36.2663,65.1777,1.4899,16117.7,4,2,2,2.52235,3904.4,75.6714,0.118304,1280.41,2.3166
105,138,33,5,757888,2106.44,32.5421,11,357.963,0,99.38,0.285711,0.285711,7,1.99998,0.566661,0.566661,0.555247,5.14442,55503.2,11,6,5,3.03584,4200.79,91.076,0.3473,3748.75,5.57444
105,138,33,5,3373500,9377.01,119.965,3,359.896,0,99.9075,0.166665,0.166665,2,0.33333,1.93331,1.93331,0.0925326,0.00163122,17.596,4,2,2,-0.957978,150.702,-28.7396,1.48531,16031,27.0399
105,138,313,5,654111,1816.82,43.6662,8,349.33,0,96.9204,1.5857,1.5857,7,11.0999,14.8999,14.8999,3.07963,-0.531919,-5742.6,14,7,7,-0.379875,1300.01,-11.3964,0.362943,3920.14,8.70493
105,138,313,5,241630,674.513,71.8926,5,359.463,0,99.8149,0,0,0,0,0,360,0,-0.460899,-4940.84,0,0,0,-1.5593,4415.81,-46.7794,0.138399,1487.37,3.35604
105,138,37,5,475691,1322.36,89.8074,4,359.23,0,99.7501,0.299997,0.299997,3,0.899991,13.0665,13.0665,0.249907,2.38597,25737.4,6,3,3,2.99984,4324.13,89.9962,0.328325,3543.28,4.61652
105,138,37,5,53963.4,149.734,360.863,1,360.863,0,100,0,0,0,0,0,360,0,1.78297,19261.4,0,0,0,4.65444,4144.89,139.635,0.0284517,307.619,0.790194
105,138,37,5,1211860,3371.94,180.065,2,360.13,0,99.9907,0,0,0,0,0,360,0,1.38952,14962.3,0,0,0,2.37556,1257.8,71.2674,0.715494,7714.45,15.9205
77,89,39,5,4114.52,11.4389,360.13,1,360.13,0,100,0,0,0,0,0,360,0,129.097,1392310,0,0,0,3.23325,2121.65,96.9984,0.520358,5615.19,9.53724
77,89,39,5,1454.43,4.0241,90.4658,4,361.863,0,99.9264,0,0,0,0,0,360,0,-1579.71,-17117700,0,0,0,-5.71581,8464.17,-171.476,0.157199,1704.51,2.01069
77,89,39,5,6646.65,18.4888,118.943,3,356.83,0,99.1479,1.53332,1.53332,2,3.06664,287.03,287.03,0.852089,8.83082,95196.3,1,1,0,-0.351184,83.4789,-10.5356,0.615707,6640.4,8.35343
77,89,39,5,1190.91,3.31088,179.915,2,359.83,0,99.9259,0.266664,0.266664,1,0.266664,3.2333,3.2333,0.0740535,-39.554,-426629,1,1,0,-0.114943,3333.61,-3.44833,0.200487,2163.45,2.67414
77,89,39,5,6982.47,19.4121,59.155,6,354.93,0,98.5652,1.03332,1.03332,5,5.16662,4.66662,4.66662,1.43479,-349.997,-3775070,1,1,0,-1.96946,1297.79,-59.0843,0.840807,9073.15,13.9271
77,89,39,5,2749.4,7.69501,39.8218,9,358.396,0,99.5279,0.166665,0.166665,2,0.33333,2.26664,2.26664,0.0925669,-58.6747,-627349,2,1,1,-0.879183,4472.13,-26.3757,0.222934,2389.63,3.3516
77,89,39,5,3694.82,10.2739,71.266,5,356.33,0,98.9723,0.924991,0.924991,4,3.69996,32.9997,32.9997,1.02768,-263.348,-2839950,1,1,0,-0.0564989,1930.73,-1.69498,0.34785,3752.95,5.29059
105,138,313,25,1920570,5339.43,23.5087,15,352.63,0,97.854,0.592302,0.592302,13,7.69992,1.16666,1.16666,2.13671,0.00625295,67.4068,26,13,13,-0.118224,173.508,-3.54676,0.850501,9177.76,23.1992
105,138,313,25,568332,1577.84,179.915,2,359.83,0,99.7874,0.766659,0.766659,1,0.766659,97.5324,97.5324,0.212609,7.28816,78719.4,2,1,1,10.2374,5826.93,307.124,0.348741,3768.49,6.37082
105,138,313,25,1603970,4459.23,44.5912,8,356.73,0,99.0651,0.480948,0.480948,7,3.36663,6.23327,6.23327,0.934925,0.0518051,558.77,12,6,6,-0.601739,193.008,-18.0523,0.696831,7519.51,16.1726
105,138,313,25,2798510,7781.64,25.3759,14,355.263,0,98.676,0.366663,0.366663,13,4.76662,0.099999,0.099999,1.32395,0.0302207,325.9,26,13,13,-0.041916,295.687,-1.25749,1.31018,14135.5,28.1297
