Age,ArenaSize,Paternity,Treatment,TotDist,MeanVel,MeanTimeZ1,FreqZ1,CumDurZ1,LatencyZ1,CumDur%Z1,MeanTimeZ2,MeanTimeZ2Zero,FreqZ2,CumDurZ2,LatencyZ2,LatencyZ2360,CumDur%Z2,MeanMeander,TotMeander,FreqZAlter,FreqTransZ1>Z2,FreqTransZ2>Z1,MeanTurnAngle,VarTurnAngle,MeanAngVel,Mean%Activ,Tot%Act,Mean%Mobility
161,138,37,25,123903,356.833,8.62555,39,336.397,0,93.4271,8.36658,8.36658,2,16.7332,33.5663,33.5663,4.64729,-0.561449,-5796.4,4,2,2,-0.535215,1990.52,-16.0566,0.203705,2122,2.81036
161,138,318,25,2156010,5998.99,27.0331,13,351.43,0,97.6023,0.719437,0.719437,12,8.63325,20.3998,20.3998,2.3977,0.0180325,194.228,24,12,12,-0.0092385,173.645,-0.277158,1.0345,11154,22.1397
161,138,318,25,1844000,5134.16,14.1096,24,338.63,0,94.0474,0.969687,0.969687,22,21.3331,12.7332,12.7332,5.92483,0.00468668,50.4334,44,22,22,-0.327369,120.398,-9.82118,0.933595,10059.5,18.2501
161,138,318,25,747421,2096.97,19.272,18,346.897,0,96.3433,1.03332,1.03332,12,12.3999,9.23324,9.23324,3.44381,-2.19499,-23341.5,24,12,12,-1.58032,4360.76,-47.4101,0.39505,4224.27,6.78382
161,138,318,25,327551,911.055,89.3658,4,357.463,0,99.2779,0.866658,0.866658,3,2.59997,1.79998,1.79998,0.722089,-0.291454,-3141,6,3,3,-0.0869453,3212.12,-2.60838,0.202892,2188.39,3.93931
161,138,318,25,2224730,6186.74,23.4264,15,351.396,0,97.593,0.619041,0.619041,14,8.66658,5.79994,5.79994,2.40696,0.942962,10164.2,28,14,14,1.16484,1025.22,34.9455,0.963038,10389.3,16.5165
161,138,318,25,443084,1232.29,8.54863,26,222.264,0,61.7293,5.51194,5.51194,25,137.799,8.79991,8.79991,38.2707,0.0342572,369.225,46,23,23,0.366883,1315.4,11.0066,0.460034,4962.39,7.76948
161,138,318,25,276066,767.712,43.3567,7,303.497,0,84.2899,9.42768,9.42768,6,56.5661,96.2657,96.2657,15.7101,-0.570443,-6150.51,8,4,4,-0.232003,1713.5,-6.96015,0.337481,3640.75,4.74514
161,138,318,25,2899090,8062.06,14.4485,24,346.763,0,96.3062,0.578255,0.578255,23,13.2999,6.53327,6.53327,3.69376,-0.00536947,-57.8936,46,23,23,-2.20209,39.1338,-66.0634,0.962005,10378.1,19.67
161,138,318,25,2121520,5901.9,8.16902,41,334.93,0,93.0198,0.628327,0.628327,40,25.1331,0.433329,0.433329,6.98019,-0.0239176,-257.664,80,40,40,-0.592938,82.8265,-17.7883,1.07527,11595.7,18.3373
161,138,318,25,1496890,4161.91,59.3105,6,355.863,0,98.8335,0.839992,0.839992,5,4.19996,6.9666,6.9666,1.16645,-0.00620233,-66.8859,10,5,5,-0.286975,195.875,-8.60932,0.628618,6782.79,13.0578
161,138,318,25,490914,1364.93,71.2526,5,356.263,0,98.9446,0.94999,0.94999,4,3.79996,277.497,277.497,1.05536,0.601075,6482.59,8,4,4,-0.279211,5392.58,-8.37641,0.193149,2084.08,4.83698
161,138,36,25,1686800,4690.8,50.1805,7,351.263,0,97.556,1.46665,1.46665,6,8.79991,5.16662,5.16662,2.44399,0.00429684,46.3242,12,6,6,0.284059,173.812,8.52185,0.73189,7895.63,17.6822
161,138,36,25,1440750,4006.57,179.865,2,359.73,0,99.9074,0.33333,0.33333,1,0.33333,102.966,102.966,0.0925754,-0.0376334,-405.763,2,1,1,-0.105305,1512.6,-3.1592,0.871378,9400.42,14.7224
49,58,47,0,809.869,4.59027,21.0456,8,168.365,0,95.2121,1.39999,1.39999,6,8.39992,105.899,105.899,4.75024,-291.547,-1541990,1,1,0,0.559567,6681.5,16.7872,0.182395,965.418,7.73119
49,58,47,0,3178.76,8.83816,179.248,2,358.496,0,99.5649,1.56665,1.56665,1,1.56665,343.563,343.563,0.435105,-12.139,-130919,1,1,0,-0.501951,712.978,-15.0587,0.396409,4277.25,17.0312
161,138,36,25,35771.8,99.5145,180.015,2,360.03,0,99.9907,0,0,0,0,0,360,0,1.94813,20991.2,0,0,0,2.29441,6431.36,68.8331,0.00916046,98.7864,0.815643
161,138,36,25,30871.7,85.8351,360.063,1,360.063,0,100,0,0,0,0,0,360,0,-4.13715,-44619.1,0,0,0,-1.5643,6797.53,-46.9295,0.00543223,58.6137,0.708176
161,138,36,25,60460,168.712,71.9459,5,359.73,0,99.9074,0,0,0,0,0,360,0,3.41523,36611.2,0,0,0,-2.651,3732.71,-79.5307,0.0163937,176.249,1.05793
161,138,36,25,1603030,4460.74,31.7148,11,348.863,0,96.8895,1.23332,1.23332,9,11.0999,15.9998,15.9998,3.08276,0.0446925,481.472,18,9,9,0.474332,548.825,14.2301,1.13315,12216.5,20.8425
161,138,36,25,280341,784.763,70.686,5,353.43,0,98.1577,2.9333,2.9333,2,5.86661,293.264,293.264,1.62933,-0.805632,-8567.9,4,2,2,-0.157781,4334.9,-4.73347,0.169692,1818.58,4.04521
161,138,36,25,561946,1567.65,19.2609,18,346.697,0,96.2877,0.86888,0.86888,15,13.0332,4.09996,4.09996,3.6197,0.00152993,16.4131,30,15,15,1.62442,4354.5,48.7332,0.502383,5403.64,6.40083
161,138,36,25,65979.8,183.687,119.954,3,359.863,0,99.9445,0,0,0,0,0,360,0,-2.06967,-22280,0,0,0,-4.05078,5559.09,-121.525,0.0571874,616.251,1.41505
133,138,318,0,2427500,6776.37,32.2179,11,354.396,0,98.4262,0.761897,0.761897,7,5.33328,13.2999,13.2999,1.48121,-0.00251324,-26.9344,14,7,7,1.27004,201.63,38.1015,1.03859,11161.7,21.0087
133,138,318,0,1166970,3298.11,50.4804,7,353.363,0,98.1392,1.59998,1.59998,4,6.39994,29.8664,29.8664,1.77745,-0.216043,-2274.72,8,4,4,0.156841,2291.21,4.70527,0.540716,5739.7,13.0008
133,138,318,0,1634920,4561.75,3.62453,76,275.464,0,76.5044,1.14143,1.14143,74,84.4658,25.2331,25.2331,23.4586,-0.00129831,-13.9165,144,72,72,-0.326853,124.631,-9.80568,0.999988,10751.9,18.7093
133,138,318,0,1936170,5401.82,20.4586,17,347.797,0,96.5932,0.925632,0.925632,13,12.0332,11.7332,11.7332,3.34197,-0.00408017,-43.7557,26,13,13,-0.0327333,207.124,-0.982009,0.812116,8732.69,19.0695
133,138,318,0,1049930,2919.75,17.1735,19,326.297,0,90.6221,1.87591,1.87591,18,33.7663,12.9332,12.9332,9.37789,-0.0279103,-300.929,36,18,18,0.16584,347.299,4.97525,0.622149,6711.75,12.8058
49,58,47,0,1117.9,3.14432,59.3883,6,356.33,0,98.9632,0.933324,0.933324,3,2.79997,120.265,120.265,0.777634,-286.474,-3024880,4,2,2,0.689633,7315.72,20.6892,0.119872,1278.55,5.76481
49,58,47,0,3189.94,8.86924,179.515,2,359.03,0,99.713,1.03332,1.03332,1,1.03332,15.1665,15.1665,0.286984,-56.5563,-609960,1,1,0,0.998829,3806.9,29.9652,0.283999,3064.35,11.1463
49,58,47,0,2200.48,6.98276,10.3568,34,352.13,0,97.7967,2.06665,2.06665,1,2.06665,200.698,200.698,0.573968,-23.1475,-206499,2,1,1,-0.280953,757.103,-8.42868,0.267746,2531.27,10.6
49,58,47,0,3926.47,12.4034,8.63491,40,345.397,0,95.9267,1.75554,1.75554,6,10.5332,113.199,113.199,2.92538,-9.19316,-82692.5,4,2,2,-0.309675,191.279,-9.29035,0.360173,3420.56,13.5295
49,58,47,0,189.164,0.58529,54.8995,5,274.497,0,76.2359,5.4755,5.4755,15,82.1325,274.831,274.831,22.8106,-200.413,-1842000,1,1,0,-0.40375,9537.11,-12.1126,0.0170221,165.046,1.73001
49,58,47,0,833.284,2.68717,12.1919,25,304.797,0,84.651,13.0999,13.0999,4,52.3995,158.498,158.498,14.5529,-410.94,-3589150,4,2,2,-1.53801,8399.04,-46.1407,0.075213,699.706,5.05996
49,58,47,0,3004.71,8.37676,17.7963,19,338.13,0,93.9085,1.89695,1.89695,11,20.8665,20.7998,20.7998,5.79522,-96.9274,-1041290,1,1,0,1.30261,3071.03,39.0786,0.188416,2027.54,9.6771
161,138,318,5,373666,1046.5,25.1878,14,352.63,0,97.9356,0.66969,0.66969,11,7.36659,26.2331,26.2331,2.04592,-0.355512,-3783.71,10,5,5,-0.996888,3930.06,-29.9069,0.22352,2394.34,4.90909
161,138,318,5,154344,429.176,119.788,3,359.363,0,99.8056,0.349996,0.349996,2,0.699993,173.998,173.998,0.194408,1.35357,14595.6,4,2,2,1.83051,5717.82,54.9159,0.0880532,950.006,1.83808
161,138,318,5,1864570,5216.59,8.2008,38,311.63,0,86.5488,1.37237,1.37237,35,48.0329,12.1999,12.1999,13.3401,-0.0743915,-793.609,68,34,34,0.58783,671.949,17.6351,0.574678,6162.27,16.9058
161,138,318,5,169094,470.147,360.063,1,360.063,0,100,0,0,0,0,0,360,0,-0.103932,-1120.91,0,0,0,0.160552,4557.1,4.8166,0.0713885,770.282,2.59857
161,138,318,5,825917,2296.79,41.4621,8,331.697,0,92.1218,4.05234,4.05234,7,28.3664,22.7331,22.7331,7.87817,-0.138167,-1489.71,12,6,6,0.0104135,4039.34,0.312409,0.2938,3169.51,8.19742
161,138,318,5,2503660,7236.09,22.056,16,352.896,0,98.0096,0.546148,0.546148,13,7.09993,14.0665,14.0665,1.97186,-0.00648896,-65.7007,26,13,13,-0.440059,77.6249,-13.2019,0.744827,7731.31,23.1816
161,138,318,5,351757,978.198,71.7526,5,358.763,0.166665,99.639,0.259997,0.259997,5,1.29999,0,0,0.361044,-1.04686,-11287.3,9,4,5,-0.633388,4638.52,-19.0018,0.160203,1728.27,3.83708
161,138,318,5,1392200,3874.08,19.7724,17,336.13,0,93.3531,1.49582,1.49582,16,23.9331,3.66663,3.66663,6.64692,-0.0266148,-286.694,32,16,16,-0.479199,843.188,-14.3761,0.522122,5629,13.3083
161,138,318,5,951128,2644.99,71.4926,5,357.463,0,99.2779,0.649994,0.649994,4,2.59997,15.1998,15.1998,0.722089,-0.162196,-1748.79,8,4,4,0.974883,3741.48,29.2468,0.324855,3504.53,9.87679
14,58,51,0,1097.19,3.06282,13.0524,26,339.363,0,94.2511,0.466662,0.466662,1,0.466662,287.797,287.797,0.129606,298.401,3202740,2,1,1,1.53723,9779.79,46.1174,0.0204911,220.751,10.5585
14,58,51,0,349.972,0.973056,59.5383,6,357.23,0,99.2131,0,0,0,0,0,360,0,-544.668,-5874240,0,0,0,-0.594815,8790.12,-17.8446,0.0123125,132.852,5.45622
14,58,51,0,963.757,3.01177,4.67472,70,327.23,0,90.8813,0.433329,0.433329,1,0.433329,310.864,310.864,0.120348,215.35,1926950,2,1,1,0.637735,6454.19,19.1322,0.0277447,266.349,8.10565
14,58,53,0,1831.12,5.09261,4.50354,65,292.73,0,81.2998,2.25553,2.25553,3,6.7666,159.632,159.632,1.87928,126.085,1359070,1,1,0,0.0425272,6132.68,1.27583,0.0394947,426.108,14.503
14,58,53,0,286.247,0.805506,35.7596,10,357.596,0,99.3149,1.39999,1.39999,1,1.39999,67.0327,67.0327,0.388817,188.953,1996850,2,1,1,0.0918202,10959.3,2.75463,0.00728721,77.689,4.55268
14,58,53,0,375.034,1.04428,47.6614,7,333.63,0,92.6588,4.40551,4.40551,6,26.4331,162.532,162.532,7.34123,155.248,1668600,1,1,0,0.389745,10295.9,11.6925,0.00820783,88.4312,4.45106
14,58,53,0,956.278,2.66005,179.915,2,359.83,0,99.9352,0.233331,0.233331,1,0.233331,199.698,199.698,0.0648028,-77.5513,-835382,1,1,0,-0.0546,8250.1,-1.63802,0.0154327,166.442,9.1164
14,58,53,0,432.496,1.20597,40.0288,8,320.23,0,88.9372,4.90828,4.90828,8,39.2663,45.0329,45.0329,10.9054,32.4991,349203,3,2,1,0.545854,13649,16.3758,0.0082154,88.3895,5.93198
14,58,53,0,313.934,1.00546,21.8789,16,350.063,0,97.2227,3.1333,3.1333,3,9.39991,46.1662,46.1662,2.61063,108.001,950087,2,1,1,0.59522,12084.7,17.8568,0.00538688,50.4589,5.60484
14,58,53,0,816.568,2.27058,43.8412,8,350.73,0,97.4079,1.33332,1.33332,7,9.33324,141.999,141.999,2.59211,-333.139,-3590240,1,1,0,-1.78004,12525.3,-53.4018,0.00939996,101.416,11.8337
14,58,53,0,400.567,1.27381,12.6451,28,354.063,0,98.3336,0.983323,0.983323,2,1.96665,265.564,265.564,0.546195,88.0132,772051,4,2,2,-0.538903,9766.55,-16.1672,0.0131834,124.372,5.29378
14,58,53,0,932.444,2.92397,15.9847,22,351.663,0,97.6671,2.16664,2.16664,2,4.33329,230.631,230.631,1.20348,-207.617,-1875410,2,1,1,-0.884164,7928.61,-26.5252,0.0173613,166.095,11.3669
14,58,53,0,636.249,2.08381,10.7874,32,345.197,0,95.8711,2.68331,2.68331,4,10.7332,63.0327,63.0327,2.98093,-113.52,-975588,2,1,1,-0.296324,8096.41,-8.88982,0.0162703,149.036,7.42549
14,58,53,0,846.591,2.85018,21.0155,17,357.263,0,99.2224,0.299997,0.299997,2,0.599994,244.198,244.198,0.166636,-99.069,-809394,4,2,2,-0.536314,8777.75,-16.0896,0.0167003,148.816,9.023
14,58,55,0,1239.16,3.44629,71.3126,5,356.563,0,99.028,0.874991,0.874991,4,3.49997,52.3661,52.3661,0.972042,-416.665,-4490820,1,1,0,-1.83105,9081.4,-54.9322,0.0263724,284.48,12.9377
14,58,55,0,581.295,1.61682,171.132,2,342.263,0,95.0565,17.7998,17.7998,1,17.7998,95.8657,95.8657,4.94353,146.29,1576130,1,1,0,-0.892804,8593.53,-26.7844,0.0137978,148.823,6.93416
14,58,55,0,2630.35,7.50606,38.4552,9,346.097,0,96.1211,1.73748,1.73748,8,13.8999,21.3331,21.3331,3.8604,100.998,1046550,2,1,1,0.305897,3288.23,9.177,0.0528385,555.491,18.1473
14,58,55,0,1453.82,4.04256,88.4908,4,353.963,0,98.3059,1.49998,1.49998,1,1.49998,282.231,282.231,0.41659,-100.478,-1083360,1,1,0,-1.11905,7837.81,-33.572,0.0322239,347.664,11.5087
14,58,55,0,1871.93,5.22356,29.7803,12,357.363,0,99.2501,0.399996,0.399996,1,0.399996,243.798,243.798,0.111091,153.429,1646140,1,1,0,-0.555629,6486.69,-16.6691,0.0400101,430.149,13.7065
14,58,55,0,349.099,0.977332,163.748,2,327.497,0,90.9554,3.48145,3.48145,9,31.333,293.564,293.564,8.70209,43.589,465879,2,1,1,-0.188708,11527.8,-5.66129,0.00458919,49.1777,5.18775
14,58,55,0,221.629,0.616957,156.832,2,313.664,0,87.1135,23.1998,23.1998,2,46.3995,284.364,284.364,12.8865,-1363.33,-14661300,1,1,0,0.109336,14379.1,3.28012,0.00247308,26.6622,5.89791
14,58,55,0,530.404,1.475,49.0995,7,343.697,0,95.4545,2.72775,2.72775,6,16.3665,129.699,129.699,4.54545,-103.24,-1113130,1,1,0,-0.819206,10710.6,-24.5764,0.0102722,110.816,6.256
14,58,55,0,1158.13,3.22632,70.986,5,354.93,0,98.5743,2.23331,2.23331,2,4.46662,257.197,257.197,1.24051,-133.898,-1439940,1,1,0,0.508542,9046.74,15.2564,0.0223946,241.167,11.3803
14,58,55,0,770.187,2.47148,10.8999,32,348.797,0,96.8709,2.33331,2.33331,3,6.99993,146.099,146.099,1.94408,388.42,3374980,2,1,1,0.77862,11731.1,23.3588,0.0106385,99.4594,9.76635
14,58,55,0,2347.12,7.79956,3.20288,103,329.897,0,91.6219,0.466662,0.466662,2,0.933324,123.165,123.165,0.259211,27.9507,225926,4,2,2,-0.684902,4807.41,-20.5473,0.0479438,433.748,19.2219
14,58,55,0,1214.35,3.60595,13.5092,25,337.73,0,93.7974,4.43329,4.43329,4,17.7332,150.765,150.765,4.92501,67.538,662683,2,1,1,0.301431,9917.73,9.04302,0.0216713,219.01,9.92747
189,138,316,0,1500000,4179.49,89.0741,4,356.296,0,98.9539,1.25554,1.25554,3,3.76663,16.2332,16.2332,1.0461,-0.00612752,-65.8708,6,3,3,-0.206286,341.584,-6.18864,0.801967,8634.78,21.362
189,138,316,0,643031,1790.03,119.665,3,358.996,0,99.7038,0.533328,0.533328,2,1.06666,7.63326,7.63326,0.296241,0.882423,9499.29,4,2,2,3.35001,4105.04,100.501,0.258416,2787.54,7.16837
189,138,316,0,551005,1572.52,21.0155,17,357.263,0,99.2224,0.399996,0.399996,5,1.99998,6.09994,6.09994,0.555453,-0.645295,-6720.1,10,5,5,-0.501777,3231.97,-15.0535,0.363142,3901.97,5.57073
189,138,316,0,544411,1523.27,39.7737,9,357.963,0,99.4168,0.33333,0.33333,6,1.99998,3.59996,3.59996,0.555453,2.68162,28671.8,12,6,6,4.45898,3700.57,133.771,0.196566,2119.18,5.77073
189,138,32,0,828272,2314.49,44.8871,8,359.096,0,99.7315,0.183331,0.183331,2,0.366663,32.433,32.433,0.101833,-0.086227,-922.543,4,2,2,-0.0112794,2369.5,-0.338385,0.908498,9753.64,11.3172
189,138,32,0,898436,2511.49,10.2236,31,316.93,0,88.0207,1.84056,1.84056,23,42.3329,4.79995,4.79995,11.7571,0.00308699,33.0586,36,18,18,-0.386759,1021.42,-11.6029,0.890289,9554.58,12.9107
189,138,32,0,498820,1399.1,23.8242,15,357.363,0,99.2501,1.33332,1.33332,1,1.33332,320.163,320.163,0.370302,-0.122272,-1305.14,2,1,1,0.0474459,1086.57,1.42339,0.280805,3003.49,4.88224
189,138,314,0,1439990,4013.38,39.6589,9,356.93,0.399996,99.1298,0.546661,0.546661,5,2.73331,0,0,0.759119,-0.00819874,-88.1857,9,4,5,0.167299,174.987,5.01901,0.742896,7996.54,16.6057
189,138,314,0,291171,812.353,39.607,9,356.463,0,99.0002,1.03332,1.03332,3,3.09997,27.9664,27.9664,0.860952,-0.224524,-2411.61,6,3,3,0.228519,2165.04,6.85565,0.243152,2614.61,4.48799
189,138,318,0,2317800,6461.74,35.7563,10,357.563,0,99.3057,0.426662,0.426662,5,2.13331,25.0997,25.0997,0.592483,-0.320131,-3439.81,8,4,4,-1.23618,849.791,-37.0856,1.17564,12651.1,16.5874
189,138,318,0,414728,1157.28,20.2331,15,303.497,0,84.2899,6.22957,6.22957,9,56.0661,2.09998,2.09998,15.5712,-0.186562,-2003.3,18,9,9,-0.440189,1010.62,-13.2058,0.365554,3930.07,5.27602
189,138,318,0,833054,2327.42,20.8135,17,353.83,0,98.2688,0.499995,0.499995,11,5.49994,199.898,199.898,1.52749,-5.24342,-56225.2,20,10,10,-4.43366,4113.66,-133.011,0.33186,3563.52,6.82405
189,138,31,5,1337430,3722.69,29.9573,11,329.53,0,91.5201,3.38515,3.38515,9,30.4664,24.2331,24.2331,8.4614,0.0168615,181.514,18,9,9,0.576837,251.591,17.3053,0.602533,6494.1,17.1735
189,138,31,5,1096890,3057.43,51.2519,7,358.763,0,99.639,0.433329,0.433329,2,0.866658,337.797,337.797,0.240696,-0.0356828,-383.697,4,2,2,-0.189398,313.796,-5.68201,0.559537,6022.3,9.78455
189,138,31,5,537325,1495.91,10.4845,26,272.597,0,75.7082,3.64024,3.64024,24,87.3658,9.66657,9.66657,24.264,-0.0582792,-627.143,48,24,24,0.480907,329.347,14.4273,0.330966,3566.49,6.85145
189,138,31,5,1214080,3382.19,2.11935,74,156.832,0,43.5567,2.77988,2.77988,73,202.931,11.9332,11.9332,56.3599,0.00300181,32.2964,140,70,70,1.127,202.301,33.8103,0.772735,8321.58,18.4797
14,58,53,0,325.383,0.904773,11.7174,19,222.631,0,61.8311,7.63511,7.63511,18,137.432,3.89996,3.89996,38.1689,-308.122,-3322170,1,1,0,0.537387,10049.3,16.1218,0.00714574,77.0953,4.2466
14,58,53,0,490.491,1.36413,119.054,3,357.163,0,99.1946,1.44999,1.44999,2,2.89997,280.031,280.031,0.805406,-80.7018,-869723,1,1,0,1.73949,8514.78,52.1852,0.0155866,168.132,6.48636
14,58,53,0,931.807,2.59559,48.0233,7,336.163,0,93.3623,3.93885,3.93885,6,23.6331,5.86661,5.86661,6.5636,-60.4352,-649437,2,1,1,0.679793,7433.72,20.394,0.0195692,210.76,11.1173
14,58,53,0,592.996,1.64875,34.3697,10,343.697,0,95.4545,1.74998,1.74998,4,6.99993,202.398,202.398,1.94408,87.2052,940508,1,1,0,-0.146504,7291.93,-4.39517,0.012935,139.569,6.08198
14,58,53,0,1290.53,3.60219,13.4165,22,295.164,0,81.9756,5.73631,5.73631,11,63.0994,23.0664,23.0664,17.5245,-273.901,-2938680,7,4,3,0.695247,7007.54,20.8576,0.0215399,231.511,12.2758
14,58,53,0,256.207,0.856792,37.683,8,301.464,0,83.7252,0,0,0,0,0,360,0,-203.916,-1825260,0,0,0,0.853954,16408.3,25.6189,0.00261972,23.6508,5.5095
14,58,53,0,1149.78,3.52697,23.0442,15,345.663,0,96.0007,2.73997,2.73997,5,13.6999,32.1997,32.1997,3.80485,236.093,2218330,7,4,3,-0.513602,5884.93,-15.4082,0.0246125,265.199,12.1335
14,58,53,0,617.872,1.72431,67.7127,5,338.563,0,94.0289,6.4666,6.4666,3,19.3998,129.632,129.632,5.38789,-24.5688,-263943,1,1,0,0.604079,11805.1,18.1225,0.00445347,47.9015,9.97215
14,58,53,0,640.395,1.80802,22.5045,14,315.064,0,87.5023,5.92851,5.92851,7,41.4996,80.5659,80.5659,11.5256,173.05,1834330,1,1,0,0.248133,12334.7,7.44407,0.00372425,39.7787,10.3092
14,58,53,0,435.09,1.52113,25.1831,10,251.831,0,69.9408,9.30824,9.30824,4,37.233,19.7331,19.7331,10.3407,-288.705,-2469580,2,1,1,0.0670701,11968.2,2.01212,0.00434052,37.6193,9.13785
14,58,53,0,995.848,4.01556,2.17048,139,301.697,0.266664,83.79,1.53702,1.53702,18,27.6664,318.33,318.33,7.68376,-316.732,-2185450,4,2,2,0.0842464,13495.4,2.52742,0.00583694,57.6048,11.4438
14,58,53,0,366.323,1.09646,6.53265,54,352.763,0,97.9726,0,0,0,0,0,360,0,-83.3497,-812660,0,0,0,-1.53366,15251.8,-46.0102,0.00289063,29.9152,8.08767
14,58,53,0,739.915,2.30601,17.1665,19,326.163,0,90.5851,3.40737,3.40737,9,30.6664,133.032,133.032,8.51694,177.019,1644330,8,4,4,-0.861007,14429.3,-25.8305,0.00651666,69.6566,10.1947
14,58,53,0,2228.07,6.25458,12.6281,26,328.33,0,91.1868,2.20254,2.20254,13,28.633,52.7995,52.7995,7.95223,-70.0463,-747044,11,6,5,-0.160605,5934.09,-4.81819,0.0335922,360.008,17.8513
14,58,53,0,398.78,1.14538,69.886,5,349.43,0,97.0468,0,0,0,0,0,360,0,-169.405,-1767230,0,0,0,-0.151855,11157.8,-4.55569,0.00874015,91.4656,5.89398
14,58,53,0,434.337,1.20829,360.063,1,360.063,0,100,0,0,0,0,0,360,0,-70.0223,-754421,0,0,0,0.743813,8818.36,22.3146,0.0114553,123.534,5.15023
14,58,53,0,644.186,1.79258,119.977,3,359.93,0,99.963,0,0,0,0,0,360,0,129.678,1396110,0,0,0,-0.710175,11318.4,-21.3054,0.0116061,125.126,8.48747
14,58,53,0,1425.31,3.96291,11.5378,29,334.597,0,92.9272,3.26108,3.26108,6,19.5665,1.93331,1.93331,5.43418,384.396,4145710,1,1,0,0.298635,6073.78,8.95914,0.0228436,246.482,12.8402
14,58,53,0,2492.7,6.93065,15.4682,20,309.364,21.2998,85.9193,2.65787,2.65787,19,50.4995,0,0,14.0252,-279.011,-3009130,1,0,1,0.179809,4356.63,5.39432,0.038047,410.528,17.153
14,58,53,0,1250.06,3.47595,28.6858,12,344.23,0,95.6027,1.92498,1.92498,8,15.3998,97.6657,97.6657,4.27699,-185.872,-2004070,1,1,0,0.26954,7252.74,8.08627,0.0235136,253.688,10.0775
14,58,53,0,569.466,1.58657,33.5563,10,335.563,0,93.1957,3.41425,3.41425,7,23.8998,200.165,200.165,6.63766,-195.057,-2098610,3,2,1,0.602692,8774.82,18.0809,0.00987905,106.378,6.71587
14,58,53,0,302.313,0.840545,169.465,2,338.93,0,94.1307,21.1331,21.1331,1,21.1331,168.165,168.165,5.86928,20.1167,216959,1,1,0,0.29903,12380.8,8.97098,0.00376526,40.6271,5.2731
14,58,53,0,3501.62,9.73674,8.22919,41,337.397,0,93.7049,1.07142,1.07142,7,7.49992,54.4328,54.4328,2.08295,0.0298455,321.794,1,1,0,0.995245,3311.04,29.8576,0.0588063,634.461,22.3508
14,58,53,0,383.98,1.06781,360.063,1,360.063,0,100,0,0,0,0,0,360,0,60.4733,651842,0,0,0,0.303092,10019.9,9.09286,0.00813165,87.7243,6.00704
189,138,33,5,1698150,4721.5,44.6162,8,356.93,0,99.1298,0.447615,0.447615,7,3.1333,3.0333,3.0333,0.870209,0.0041586,44.8505,14,7,7,-0.615456,399.107,-18.4639,1.16463,12566.4,21.0414
189,138,33,5,448936,1252.16,59.9216,6,359.53,0,99.8519,0,0,0,0,0,360,0,0.687405,7387.54,0,0,0,1.74135,6011.66,52.2409,0.213336,2294.64,4.9067
189,138,33,5,1340290,3731.35,7.23946,43,311.297,0,86.4562,1.15634,1.15634,42,48.5662,1.16666,1.16666,13.4882,0.0274505,295.533,80,40,40,1.51189,158.128,45.3572,0.537288,5789.81,12.1283
189,138,33,5,1155760,3225.41,30.7179,11,337.897,0,93.8437,4.30662,4.30662,5,21.5331,0.833325,0.833325,5.98037,0.10829,1163.15,10,5,5,-0.0296087,547.358,-0.88827,0.485618,5220.39,11.3006
14,58,55,25,134.648,9.24366,1.99998,8,15.9998,102.399,4.44362,0.066666,0.066666,1,0.066666,112.032,112.032,0.0185151,1287.03,544415,2,1,1,1.65261,6693.57,49.5789,0.0112741,5.56939,31.9174
14,58,55,25,345.823,2.67875,8.64515,14,121.032,0,33.6141,4.44996,4.44996,2,8.89991,143.465,143.465,2.47176,-642.704,-2455130,4,2,2,-2.34425,14051.4,-70.3282,0.0042022,16.7163,11.2985
14,58,55,25,1613.67,4.52562,23.4331,15,351.496,0,97.6208,1.50665,1.50665,5,7.53326,86.3991,86.3991,2.09221,-417.973,-4440120,4,2,2,0.145716,8730.5,4.37151,0.0219447,234.786,13.14
14,58,55,25,2174.59,6.06925,17.4082,20,348.163,0,96.6951,1.37082,1.37082,8,10.9666,10.9999,10.9999,3.04573,53.6357,574921,9,5,4,0.0276079,7931.98,0.828245,0.023966,257.755,22.8171
14,58,55,25,1043.83,2.90655,44.4912,8,355.93,0,98.8521,0.99999,0.99999,4,3.99996,243.764,243.764,1.11091,-16.6964,-179653,3,2,1,-1.45277,11527.8,-43.5835,0.0117204,126.276,10.8115
14,58,55,25,1596.97,4.44637,65.186,5,325.93,26.3997,90.5203,6.8266,6.8266,5,34.133,0,0,9.47973,-103.801,-1117000,1,0,1,0.290593,9575.51,8.71787,0.0165371,178.187,21.8015
14,58,55,25,1042.34,2.91539,17.7932,20,355.863,0,98.8335,0.249998,0.249998,14,3.49997,22.6664,22.6664,0.972042,-143.942,-1539610,2,1,1,-1.12406,13330.4,-33.7222,0.0097911,105.196,17.2087
14,58,55,25,834.321,2.50474,9.97434,30,299.23,0,83.105,3.02817,3.02817,13,39.3663,94.5657,94.5657,10.9332,113.671,1130340,8,4,4,-0.127037,9429.32,-3.81116,0.00877936,89.0578,15.0533
14,58,55,25,962.67,2.71892,35.6296,10,356.296,0,98.9539,0,0,0,0,0,360,0,5.2138,55219.3,0,0,0,-0.70501,11799.8,-21.1505,0.0119943,127.871,10.7982
14,58,55,25,1741.1,4.86254,35.7596,10,357.596,0,99.3149,0.983323,0.983323,2,1.96665,207.765,207.765,0.546195,251.221,2686300,3,2,1,-0.778194,8734.92,-23.3461,0.0239152,256.945,12.9387
