Video File,Subject,TreatmentFactor,Mean_Burst_Activity_(%),Mean_Burst_Count,Mean_Burst_Count/Minute,Mean_Burst_Duration_(s),Mean_Inactivity_(%),Mean_Inactivity_Duration_(s),Mean_Total_Burst_Duration_(s),Clutch,Parentage,indv,ID
BMAA_25_18F_1.avi,S02,25,2.040816327,1,0.98738507,1.240134,97.95918367,59.526432,1.240134,3-18F,318,n,61
BMAA_25_18F_1.avi,S03,25,10.20408163,4,3.949540278,1.5501675,89.79591837,54.565896,6.20067,3-18F,318,n,62
BMAA_25_18F_1.avi,S04,25,0,0,0,0,100,60.766566,0,3-18F,318,n,63
BMAA_25_18F_1.avi,S05,25,9.329446064,3,2.962155209,1.889728,90.67055394,55.097382,5.669184,3-18F,318,n,64
BMAA_25_18F_2.avi,S01,25,2.906976744,5,4.941652916,0.352956,97.09302326,58.943652,1.76478,3-18F,318,n,65
BMAA_25_18F_2.avi,S02,25,4.941860465,6,5.929983499,0.500021,95.05813953,57.708306,3.000126,3-18F,318,n,66
BMAA_25_18F_2.avi,S03,25,4.360465116,6,5.929983499,0.441195,95.63953488,58.061262,2.64717,3-18F,318,n,67
BMAA_25_18F_2.avi,S04,25,5.523255814,5,4.941652916,0.6706164,94.47674419,57.35535,3.353082,3-18F,318,n,68
BMAA_25_18F_2.avi,S05,25,4.360465116,5,4.941652916,0.529434,95.63953488,58.061262,2.64717,3-18F,318,n,69
BMAA_25_3-7B_James.avi,S01,25,0,0,0,0,100,60.726904,0,3-7B,37,y,James
BMAA_25_3-13c_1.avi,S01,25,0,0,0,0,100,60.617361,0,3-13C,313,n,70
BMAA_25_3-13c_1.avi,S02,25,0,0,0,0,100,60.617361,0,3-13C,313,n,71
BMAA_25_3-13c_1.avi,S03,25,6.997084548,1,0.989815442,4.241448,93.00291545,56.375913,4.241448,3-13C,313,n,72
BMAA_25_3-13c_1.avi,S04,25,4.081632653,3,2.969446327,0.824726,95.91836735,58.143183,2.474178,3-13C,313,n,73
BMAA_25_3-13c_Marvolo.avi,S01,25,1.724137931,2,1.976497078,0.523392,98.27586207,59.666688,1.046784,3-13C,313,y,Marvolo
BMAA_25_3-13c_Percy.avi,S01,25,7.492795389,3,2.967812001,1.514812,92.50720461,56.106306,4.544436,3-13C,313,y,Percy
